Entity,Year,Universal suffrage to women (OWID based on Paxton et al (2006)),First women in parliament (OWID based on Paxton et al (2006)),10% Share of women in parliament (OWID based on Paxton et al (2006)),20% Share of women in parliament (OWID based on Paxton et al (2006)),30% Share of women in parliament (OWID based on Paxton et al (2006))
Australia,1926,No,No,No,No,No
Australia,1927,No,No,No,No,No
Australia,1928,No,No,No,No,No
Australia,1929,No,No,No,No,No
Australia,1930,No,No,No,No,No
Australia,1931,No,No,No,No,No
Australia,1932,No,No,No,No,No
Australia,1933,No,No,No,No,No
Australia,1934,No,No,No,No,No
Australia,1935,No,No,No,No,No
Australia,1936,No,No,No,No,No
Australia,1937,No,No,No,No,No
Australia,1938,No,No,No,No,No
Australia,1939,No,No,No,No,No
Australia,1940,No,No,No,No,No
Australia,1941,No,No,No,No,No
Australia,1942,No,No,No,No,No
Australia,1943,No,Yes,No,No,No
Australia,1944,No,Yes,No,No,No
Australia,1945,No,Yes,No,No,No
Australia,1946,No,Yes,No,No,No
Australia,1947,No,Yes,No,No,No
Australia,1948,No,Yes,No,No,No
Australia,1949,No,Yes,No,No,No
Australia,1950,No,Yes,No,No,No
Australia,1951,No,Yes,No,No,No
Australia,1952,No,Yes,No,No,No
Australia,1953,No,Yes,No,No,No
Australia,1954,No,Yes,No,No,No
Australia,1955,No,Yes,No,No,No
Australia,1956,No,Yes,No,No,No
Australia,1957,No,Yes,No,No,No
Australia,1958,No,Yes,No,No,No
Australia,1959,No,Yes,No,No,No
Australia,1960,No,Yes,No,No,No
Australia,1961,No,Yes,No,No,No
Australia,1962,Yes,Yes,No,No,No
Australia,1963,Yes,Yes,No,No,No
Australia,1964,Yes,Yes,No,No,No
Australia,1965,Yes,Yes,No,No,No
Australia,1966,Yes,Yes,No,No,No
Australia,1967,Yes,Yes,No,No,No
Australia,1968,Yes,Yes,No,No,No
Australia,1969,Yes,Yes,No,No,No
Australia,1970,Yes,Yes,No,No,No
Australia,1971,Yes,Yes,No,No,No
Australia,1972,Yes,Yes,No,No,No
Australia,1973,Yes,Yes,No,No,No
Australia,1974,Yes,Yes,No,No,No
Australia,1975,Yes,Yes,No,No,No
Australia,1976,Yes,Yes,No,No,No
Australia,1977,Yes,Yes,No,No,No
Australia,1978,Yes,Yes,No,No,No
Australia,1979,Yes,Yes,No,No,No
Australia,1980,Yes,Yes,No,No,No
Australia,1981,Yes,Yes,No,No,No
Australia,1982,Yes,Yes,No,No,No
Australia,1983,Yes,Yes,No,No,No
Australia,1984,Yes,Yes,No,No,No
Australia,1985,Yes,Yes,No,No,No
Australia,1986,Yes,Yes,No,No,No
Australia,1987,Yes,Yes,No,No,No
Australia,1988,Yes,Yes,No,No,No
Australia,1989,Yes,Yes,No,No,No
Australia,1990,Yes,Yes,No,No,No
Australia,1991,Yes,Yes,No,No,No
Australia,1992,Yes,Yes,No,No,No
Australia,1993,Yes,Yes,No,No,No
Australia,1994,Yes,Yes,No,No,No
Australia,1995,Yes,Yes,No,No,No
Australia,1996,Yes,Yes,Yes,No,No
Australia,1997,Yes,Yes,Yes,No,No
Australia,1998,Yes,Yes,Yes,Yes,No
Australia,1999,Yes,Yes,Yes,Yes,No
Australia,2000,Yes,Yes,Yes,Yes,No
Australia,2001,Yes,Yes,Yes,Yes,No
Australia,2002,Yes,Yes,Yes,Yes,No
Australia,2003,Yes,Yes,Yes,Yes,No
Australia,2004,Yes,Yes,Yes,Yes,No
Australia,2005,Yes,Yes,Yes,Yes,No
Australia,2006,Yes,Yes,Yes,Yes,No
Australia,2007,Yes,Yes,Yes,Yes,No
Australia,2008,Yes,Yes,Yes,Yes,No
Australia,2009,Yes,Yes,Yes,Yes,No
Australia,2010,Yes,Yes,Yes,Yes,No
Australia,2011,Yes,Yes,Yes,Yes,No
Australia,2012,Yes,Yes,Yes,Yes,No
Australia,2013,Yes,Yes,Yes,Yes,No
Australia,2014,Yes,Yes,Yes,Yes,No
Australia,2015,Yes,Yes,Yes,Yes,No
Australia,2016,Yes,Yes,Yes,Yes,No
Australia,2017,Yes,Yes,Yes,Yes,No
Austria,1893,No,No,No,No,No
Austria,1894,No,No,No,No,No
Austria,1895,No,No,No,No,No
Austria,1896,No,No,No,No,No
Austria,1897,No,No,No,No,No
Austria,1898,No,No,No,No,No
Austria,1899,No,No,No,No,No
Austria,1900,No,No,No,No,No
Austria,1901,No,No,No,No,No
Austria,1902,No,No,No,No,No
Austria,1903,No,No,No,No,No
Austria,1904,No,No,No,No,No
Austria,1905,No,No,No,No,No
Austria,1906,No,No,No,No,No
Austria,1907,No,No,No,No,No
Austria,1908,No,No,No,No,No
Austria,1909,No,No,No,No,No
Austria,1910,No,No,No,No,No
Austria,1911,No,No,No,No,No
Austria,1912,No,No,No,No,No
Austria,1913,No,No,No,No,No
Austria,1914,No,No,No,No,No
Austria,1915,No,No,No,No,No
Austria,1916,No,No,No,No,No
Austria,1917,No,No,No,No,No
Austria,1918,Yes,No,No,No,No
Austria,1919,Yes,Yes,No,No,No
Austria,1920,Yes,Yes,No,No,No
Austria,1921,Yes,Yes,No,No,No
Austria,1922,Yes,Yes,No,No,No
Austria,1923,Yes,Yes,No,No,No
Austria,1924,Yes,Yes,No,No,No
Austria,1925,Yes,Yes,No,No,No
Austria,1926,Yes,Yes,No,No,No
Austria,1927,Yes,Yes,No,No,No
Austria,1928,Yes,Yes,No,No,No
Austria,1929,Yes,Yes,No,No,No
Austria,1930,Yes,Yes,No,No,No
Austria,1931,Yes,Yes,No,No,No
Austria,1932,Yes,Yes,No,No,No
Austria,1933,Yes,Yes,No,No,No
Austria,1934,Yes,Yes,No,No,No
Austria,1935,Yes,Yes,No,No,No
Austria,1936,Yes,Yes,No,No,No
Austria,1937,Yes,Yes,No,No,No
Austria,1938,Yes,Yes,No,No,No
Austria,1939,Yes,Yes,No,No,No
Austria,1940,Yes,Yes,No,No,No
Austria,1941,Yes,Yes,No,No,No
Austria,1942,Yes,Yes,No,No,No
Austria,1943,Yes,Yes,No,No,No
Austria,1944,Yes,Yes,No,No,No
Austria,1945,Yes,Yes,No,No,No
Austria,1946,Yes,Yes,No,No,No
Austria,1947,Yes,Yes,No,No,No
Austria,1948,Yes,Yes,No,No,No
Austria,1949,Yes,Yes,No,No,No
Austria,1950,Yes,Yes,No,No,No
Austria,1951,Yes,Yes,No,No,No
Austria,1952,Yes,Yes,No,No,No
Austria,1953,Yes,Yes,No,No,No
Austria,1954,Yes,Yes,No,No,No
Austria,1955,Yes,Yes,No,No,No
Austria,1956,Yes,Yes,No,No,No
Austria,1957,Yes,Yes,No,No,No
Austria,1958,Yes,Yes,No,No,No
Austria,1959,Yes,Yes,No,No,No
Austria,1960,Yes,Yes,No,No,No
Austria,1961,Yes,Yes,No,No,No
Austria,1962,Yes,Yes,No,No,No
Austria,1963,Yes,Yes,No,No,No
Austria,1964,Yes,Yes,No,No,No
Austria,1965,Yes,Yes,No,No,No
Austria,1966,Yes,Yes,No,No,No
Austria,1967,Yes,Yes,No,No,No
Austria,1968,Yes,Yes,No,No,No
Austria,1969,Yes,Yes,No,No,No
Austria,1970,Yes,Yes,No,No,No
Austria,1971,Yes,Yes,No,No,No
Austria,1972,Yes,Yes,No,No,No
Austria,1973,Yes,Yes,No,No,No
Austria,1974,Yes,Yes,No,No,No
Austria,1975,Yes,Yes,No,No,No
Austria,1976,Yes,Yes,No,No,No
Austria,1977,Yes,Yes,No,No,No
Austria,1978,Yes,Yes,No,No,No
Austria,1979,Yes,Yes,No,No,No
Austria,1980,Yes,Yes,No,No,No
Austria,1981,Yes,Yes,No,No,No
Austria,1982,Yes,Yes,No,No,No
Austria,1983,Yes,Yes,No,No,No
Austria,1984,Yes,Yes,No,No,No
Austria,1985,Yes,Yes,No,No,No
Austria,1986,Yes,Yes,Yes,No,No
Austria,1987,Yes,Yes,Yes,No,No
Austria,1988,Yes,Yes,Yes,No,No
Austria,1989,Yes,Yes,Yes,No,No
Austria,1990,Yes,Yes,Yes,No,No
Austria,1991,Yes,Yes,Yes,No,No
Austria,1992,Yes,Yes,Yes,No,No
Austria,1993,Yes,Yes,Yes,No,No
Austria,1994,Yes,Yes,Yes,Yes,No
Austria,1995,Yes,Yes,Yes,Yes,No
Austria,1996,Yes,Yes,Yes,Yes,No
Austria,1997,Yes,Yes,Yes,Yes,No
Austria,1998,Yes,Yes,Yes,Yes,No
Austria,1999,Yes,Yes,Yes,Yes,No
Austria,2000,Yes,Yes,Yes,Yes,No
Austria,2001,Yes,Yes,Yes,Yes,No
Austria,2002,Yes,Yes,Yes,Yes,Yes
Austria,2003,Yes,Yes,Yes,Yes,Yes
Austria,2004,Yes,Yes,Yes,Yes,Yes
Austria,2005,Yes,Yes,Yes,Yes,Yes
Austria,2006,Yes,Yes,Yes,Yes,Yes
Austria,2007,Yes,Yes,Yes,Yes,Yes
Austria,2008,Yes,Yes,Yes,Yes,Yes
Austria,2009,Yes,Yes,Yes,Yes,Yes
Austria,2010,Yes,Yes,Yes,Yes,Yes
Austria,2011,Yes,Yes,Yes,Yes,Yes
Austria,2012,Yes,Yes,Yes,Yes,Yes
Austria,2013,Yes,Yes,Yes,Yes,Yes
Austria,2014,Yes,Yes,Yes,Yes,Yes
Austria,2015,Yes,Yes,Yes,Yes,Yes
Austria,2016,Yes,Yes,Yes,Yes,Yes
Austria,2017,Yes,Yes,Yes,Yes,Yes
Azerbaijan,1991,Yes,Yes,No,No,No
Azerbaijan,1992,Yes,Yes,No,No,No
Azerbaijan,1993,Yes,Yes,No,No,No
Azerbaijan,1994,Yes,Yes,No,No,No
Azerbaijan,1995,Yes,Yes,Yes,No,No
Azerbaijan,1996,Yes,Yes,Yes,No,No
Azerbaijan,1997,Yes,Yes,Yes,No,No
Azerbaijan,1998,Yes,Yes,Yes,No,No
Azerbaijan,1999,Yes,Yes,Yes,No,No
Azerbaijan,2000,Yes,Yes,Yes,No,No
Azerbaijan,2001,Yes,Yes,Yes,No,No
Azerbaijan,2002,Yes,Yes,Yes,No,No
Azerbaijan,2003,Yes,Yes,Yes,No,No
Azerbaijan,2004,Yes,Yes,Yes,No,No
Azerbaijan,2005,Yes,Yes,Yes,No,No
Azerbaijan,2006,Yes,Yes,Yes,No,No
Azerbaijan,2007,Yes,Yes,Yes,No,No
Azerbaijan,2008,Yes,Yes,Yes,No,No
Azerbaijan,2009,Yes,Yes,Yes,No,No
Azerbaijan,2010,Yes,Yes,Yes,No,No
Azerbaijan,2011,Yes,Yes,Yes,No,No
Azerbaijan,2012,Yes,Yes,Yes,No,No
Azerbaijan,2013,Yes,Yes,Yes,No,No
Azerbaijan,2014,Yes,Yes,Yes,No,No
Azerbaijan,2015,Yes,Yes,Yes,No,No
Azerbaijan,2016,Yes,Yes,Yes,No,No
Azerbaijan,2017,Yes,Yes,Yes,No,No
Bahamas,1973,Yes,No,No,No,No
Bahamas,1974,Yes,No,No,No,No
Bahamas,1975,Yes,No,No,No,No
Bahamas,1976,Yes,No,No,No,No
Bahamas,1977,Yes,Yes,No,No,No
Bahamas,1978,Yes,Yes,No,No,No
Bahamas,1979,Yes,Yes,No,No,No
Bahamas,1980,Yes,Yes,No,No,No
Bahamas,1981,Yes,Yes,No,No,No
Bahamas,1982,Yes,Yes,No,No,No
Bahamas,1983,Yes,Yes,No,No,No
Bahamas,1984,Yes,Yes,No,No,No
Bahamas,1985,Yes,Yes,No,No,No
Bahamas,1986,Yes,Yes,No,No,No
Bahamas,1987,Yes,Yes,No,No,No
Bahamas,1988,Yes,Yes,No,No,No
Bahamas,1989,Yes,Yes,No,No,No
Bahamas,1990,Yes,Yes,No,No,No
Bahamas,1991,Yes,Yes,No,No,No
Bahamas,1992,Yes,Yes,No,No,No
Bahamas,1993,Yes,Yes,No,No,No
Bahamas,1994,Yes,Yes,No,No,No
Bahamas,1995,Yes,Yes,No,No,No
Bahamas,1996,Yes,Yes,No,No,No
Bahamas,1997,Yes,Yes,Yes,No,No
Bahamas,1998,Yes,Yes,Yes,No,No
Bahamas,1999,Yes,Yes,Yes,No,No
Bahamas,2000,Yes,Yes,Yes,No,No
Bahamas,2001,Yes,Yes,Yes,No,No
Bahamas,2002,Yes,Yes,Yes,Yes,No
Bahamas,2003,Yes,Yes,Yes,Yes,No
Bahamas,2004,Yes,Yes,Yes,Yes,No
Bahamas,2005,Yes,Yes,Yes,Yes,No
Bahamas,2006,Yes,Yes,Yes,Yes,No
Bahamas,2007,Yes,Yes,Yes,Yes,No
Bahamas,2008,Yes,Yes,Yes,Yes,No
Bahamas,2009,Yes,Yes,Yes,Yes,No
Bahamas,2010,Yes,Yes,Yes,Yes,No
Bahamas,2011,Yes,Yes,Yes,Yes,No
Bahamas,2012,Yes,Yes,Yes,Yes,No
Bahamas,2013,Yes,Yes,Yes,Yes,No
Bahamas,2014,Yes,Yes,Yes,Yes,No
Bahamas,2015,Yes,Yes,Yes,Yes,No
Bahamas,2016,Yes,Yes,Yes,Yes,No
Bahamas,2017,Yes,Yes,Yes,Yes,No
Bahrain,1971,No,No,No,No,No
Bahrain,1972,No,No,No,No,No
Bahrain,1973,Yes,No,No,No,No
Bahrain,1974,Yes,No,No,No,No
Bahrain,1975,Yes,No,No,No,No
Bahrain,1976,Yes,No,No,No,No
Bahrain,1977,Yes,No,No,No,No
Bahrain,1978,Yes,No,No,No,No
Bahrain,1979,Yes,No,No,No,No
Bahrain,1980,Yes,No,No,No,No
Bahrain,1981,Yes,No,No,No,No
Bahrain,1982,Yes,No,No,No,No
Bahrain,1983,Yes,No,No,No,No
Bahrain,1984,Yes,No,No,No,No
Bahrain,1985,Yes,No,No,No,No
Bahrain,1986,Yes,No,No,No,No
Bahrain,1987,Yes,No,No,No,No
Bahrain,1988,Yes,No,No,No,No
Bahrain,1989,Yes,No,No,No,No
Bahrain,1990,Yes,No,No,No,No
Bahrain,1991,Yes,No,No,No,No
Bahrain,1992,Yes,No,No,No,No
Bahrain,1993,Yes,No,No,No,No
Bahrain,1994,Yes,No,No,No,No
Bahrain,1995,Yes,No,No,No,No
Bahrain,1996,Yes,No,No,No,No
Bahrain,1997,Yes,No,No,No,No
Bahrain,1998,Yes,No,No,No,No
Bahrain,1999,Yes,No,No,No,No
Bahrain,2000,Yes,No,No,No,No
Bahrain,2001,Yes,No,No,No,No
Bahrain,2002,Yes,No,No,No,No
Bahrain,2003,Yes,No,No,No,No
Bahrain,2004,Yes,No,No,No,No
Bahrain,2005,Yes,No,No,No,No
Bahrain,2006,Yes,Yes,No,No,No
Bahrain,2007,Yes,Yes,No,No,No
Bahrain,2008,Yes,Yes,No,No,No
Bahrain,2009,Yes,Yes,No,No,No
Bahrain,2010,Yes,Yes,No,No,No
Bahrain,2011,Yes,Yes,Yes,No,No
Bahrain,2012,Yes,Yes,Yes,No,No
Bahrain,2013,Yes,Yes,Yes,No,No
Bahrain,2014,Yes,Yes,Yes,No,No
Bahrain,2015,Yes,Yes,Yes,No,No
Bahrain,2016,Yes,Yes,Yes,No,No
Bahrain,2017,Yes,Yes,Yes,No,No
Bangladesh,1971,No,No,No,No,No
Bangladesh,1972,Yes,No,No,No,No
Bangladesh,1973,Yes,Yes,No,No,No
Bangladesh,1974,Yes,Yes,No,No,No
Bangladesh,1975,Yes,Yes,No,No,No
Bangladesh,1976,Yes,Yes,No,No,No
Bangladesh,1977,Yes,Yes,No,No,No
Bangladesh,1978,Yes,Yes,No,No,No
Bangladesh,1979,Yes,Yes,No,No,No
Bangladesh,1980,Yes,Yes,No,No,No
Bangladesh,1981,Yes,Yes,No,No,No
Bangladesh,1982,Yes,Yes,No,No,No
Bangladesh,1983,Yes,Yes,No,No,No
Bangladesh,1984,Yes,Yes,No,No,No
Bangladesh,1985,Yes,Yes,No,No,No
Bangladesh,1986,Yes,Yes,No,No,No
Bangladesh,1987,Yes,Yes,No,No,No
Bangladesh,1988,Yes,Yes,Yes,No,No
Bangladesh,1989,Yes,Yes,Yes,No,No
Bangladesh,1990,Yes,Yes,Yes,No,No
Bangladesh,1991,Yes,Yes,Yes,No,No
Bangladesh,1992,Yes,Yes,Yes,No,No
Bangladesh,1993,Yes,Yes,Yes,No,No
Bangladesh,1994,Yes,Yes,Yes,No,No
Bangladesh,1995,Yes,Yes,Yes,No,No
Bangladesh,1996,Yes,Yes,Yes,No,No
Bangladesh,1997,Yes,Yes,Yes,No,No
Bangladesh,1998,Yes,Yes,Yes,No,No
Bangladesh,1999,Yes,Yes,Yes,No,No
Bangladesh,2000,Yes,Yes,Yes,No,No
Bangladesh,2001,Yes,Yes,Yes,No,No
Bangladesh,2002,Yes,Yes,Yes,No,No
Bangladesh,2003,Yes,Yes,Yes,No,No
Bangladesh,2004,Yes,Yes,Yes,No,No
Bangladesh,2005,Yes,Yes,Yes,No,No
Bangladesh,2006,Yes,Yes,Yes,No,No
Bangladesh,2007,Yes,Yes,Yes,No,No
Bangladesh,2008,Yes,Yes,Yes,No,No
Bangladesh,2009,Yes,Yes,Yes,No,No
Bangladesh,2010,Yes,Yes,Yes,No,No
Bangladesh,2011,Yes,Yes,Yes,No,No
Bangladesh,2012,Yes,Yes,Yes,No,No
Bangladesh,2013,Yes,Yes,Yes,No,No
Bangladesh,2014,Yes,Yes,Yes,No,No
Bangladesh,2015,Yes,Yes,Yes,Yes,No
Bangladesh,2016,Yes,Yes,Yes,Yes,No
Bangladesh,2017,Yes,Yes,Yes,Yes,No
Barbados,1966,Yes,Yes,No,No,No
Barbados,1967,Yes,Yes,No,No,No
Barbados,1968,Yes,Yes,No,No,No
Barbados,1969,Yes,Yes,No,No,No
Barbados,1970,Yes,Yes,No,No,No
Barbados,1971,Yes,Yes,No,No,No
Barbados,1972,Yes,Yes,No,No,No
Barbados,1973,Yes,Yes,No,No,No
Barbados,1974,Yes,Yes,No,No,No
Barbados,1975,Yes,Yes,No,No,No
Barbados,1976,Yes,Yes,No,No,No
Barbados,1977,Yes,Yes,No,No,No
Barbados,1978,Yes,Yes,No,No,No
Barbados,1979,Yes,Yes,No,No,No
Barbados,1980,Yes,Yes,No,No,No
Barbados,1981,Yes,Yes,No,No,No
Barbados,1982,Yes,Yes,No,No,No
Barbados,1983,Yes,Yes,No,No,No
Barbados,1984,Yes,Yes,No,No,No
Barbados,1985,Yes,Yes,No,No,No
Barbados,1986,Yes,Yes,No,No,No
Barbados,1987,Yes,Yes,No,No,No
Barbados,1988,Yes,Yes,No,No,No
Barbados,1989,Yes,Yes,No,No,No
Barbados,1990,Yes,Yes,No,No,No
Barbados,1991,Yes,Yes,No,No,No
Barbados,1992,Yes,Yes,No,No,No
Barbados,1993,Yes,Yes,No,No,No
Barbados,1994,Yes,Yes,Yes,No,No
Barbados,1995,Yes,Yes,Yes,No,No
Barbados,1996,Yes,Yes,Yes,No,No
Barbados,1997,Yes,Yes,Yes,No,No
Barbados,1998,Yes,Yes,Yes,No,No
Barbados,1999,Yes,Yes,Yes,No,No
Barbados,2000,Yes,Yes,Yes,No,No
Barbados,2001,Yes,Yes,Yes,No,No
Barbados,2002,Yes,Yes,Yes,No,No
Barbados,2003,Yes,Yes,Yes,No,No
Barbados,2004,Yes,Yes,Yes,No,No
Barbados,2005,Yes,Yes,Yes,No,No
Barbados,2006,Yes,Yes,Yes,No,No
Barbados,2007,Yes,Yes,Yes,No,No
Barbados,2008,Yes,Yes,Yes,No,No
Barbados,2009,Yes,Yes,Yes,No,No
Barbados,2010,Yes,Yes,Yes,No,No
Barbados,2011,Yes,Yes,Yes,No,No
Barbados,2012,Yes,Yes,Yes,No,No
Barbados,2013,Yes,Yes,Yes,No,No
Barbados,2014,Yes,Yes,Yes,No,No
Barbados,2015,Yes,Yes,Yes,No,No
Barbados,2016,Yes,Yes,Yes,No,No
Barbados,2017,Yes,Yes,Yes,No,No
Belarus,1991,Yes,Yes,No,No,No
Belarus,1992,Yes,Yes,No,No,No
Belarus,1993,Yes,Yes,No,No,No
Belarus,1994,Yes,Yes,No,No,No
Belarus,1995,Yes,Yes,No,No,No
Belarus,1996,Yes,Yes,No,No,No
Belarus,1997,Yes,Yes,No,No,No
Belarus,1998,Yes,Yes,No,No,No
Belarus,1999,Yes,Yes,No,No,No
Belarus,2000,Yes,Yes,Yes,No,No
Belarus,2001,Yes,Yes,Yes,No,No
Belarus,2002,Yes,Yes,Yes,No,No
Belarus,2003,Yes,Yes,Yes,No,No
Belarus,2004,Yes,Yes,Yes,Yes,No
Belarus,2005,Yes,Yes,Yes,Yes,No
Belarus,2006,Yes,Yes,Yes,Yes,No
Belarus,2007,Yes,Yes,Yes,Yes,No
Belarus,2008,Yes,Yes,Yes,Yes,Yes
Belarus,2009,Yes,Yes,Yes,Yes,Yes
Belarus,2010,Yes,Yes,Yes,Yes,Yes
Belarus,2011,Yes,Yes,Yes,Yes,Yes
Belarus,2012,Yes,Yes,Yes,Yes,Yes
Belarus,2013,Yes,Yes,Yes,Yes,Yes
Belarus,2014,Yes,Yes,Yes,Yes,Yes
Belarus,2015,Yes,Yes,Yes,Yes,Yes
Belarus,2016,Yes,Yes,Yes,Yes,Yes
Belarus,2017,Yes,Yes,Yes,Yes,Yes
Belgium,1893,No,No,No,No,No
Belgium,1894,No,No,No,No,No
Belgium,1895,No,No,No,No,No
Belgium,1896,No,No,No,No,No
Belgium,1897,No,No,No,No,No
Belgium,1898,No,No,No,No,No
Belgium,1899,No,No,No,No,No
Belgium,1900,No,No,No,No,No
Belgium,1901,No,No,No,No,No
Belgium,1902,No,No,No,No,No
Belgium,1903,No,No,No,No,No
Belgium,1904,No,No,No,No,No
Belgium,1905,No,No,No,No,No
Belgium,1906,No,No,No,No,No
Belgium,1907,No,No,No,No,No
Belgium,1908,No,No,No,No,No
Belgium,1909,No,No,No,No,No
Belgium,1910,No,No,No,No,No
Belgium,1911,No,No,No,No,No
Belgium,1912,No,No,No,No,No
Belgium,1913,No,No,No,No,No
Belgium,1914,No,No,No,No,No
Belgium,1915,No,No,No,No,No
Belgium,1916,No,No,No,No,No
Belgium,1917,No,No,No,No,No
Belgium,1918,No,No,No,No,No
Belgium,1919,No,No,No,No,No
Belgium,1920,No,No,No,No,No
Belgium,1921,No,Yes,No,No,No
Belgium,1922,No,Yes,No,No,No
Belgium,1923,No,Yes,No,No,No
Belgium,1924,No,Yes,No,No,No
Belgium,1925,No,Yes,No,No,No
Belgium,1926,No,Yes,No,No,No
Belgium,1927,No,Yes,No,No,No
Belgium,1928,No,Yes,No,No,No
Belgium,1929,No,Yes,No,No,No
Belgium,1930,No,Yes,No,No,No
Belgium,1931,No,Yes,No,No,No
Belgium,1932,No,Yes,No,No,No
Belgium,1933,No,Yes,No,No,No
Belgium,1934,No,Yes,No,No,No
Belgium,1935,No,Yes,No,No,No
Belgium,1936,No,Yes,No,No,No
Belgium,1937,No,Yes,No,No,No
Belgium,1938,No,Yes,No,No,No
Belgium,1939,No,Yes,No,No,No
Belgium,1940,No,Yes,No,No,No
Belgium,1941,No,Yes,No,No,No
Belgium,1942,No,Yes,No,No,No
Belgium,1943,No,Yes,No,No,No
Belgium,1944,No,Yes,No,No,No
Belgium,1945,No,Yes,No,No,No
Belgium,1946,No,Yes,No,No,No
Belgium,1947,No,Yes,No,No,No
Belgium,1948,Yes,Yes,No,No,No
Belgium,1949,Yes,Yes,No,No,No
Belgium,1950,Yes,Yes,No,No,No
Belgium,1951,Yes,Yes,No,No,No
Belgium,1952,Yes,Yes,No,No,No
Belgium,1953,Yes,Yes,No,No,No
Belgium,1954,Yes,Yes,No,No,No
Belgium,1955,Yes,Yes,No,No,No
Belgium,1956,Yes,Yes,No,No,No
Belgium,1957,Yes,Yes,No,No,No
Belgium,1958,Yes,Yes,No,No,No
Belgium,1959,Yes,Yes,No,No,No
Belgium,1960,Yes,Yes,No,No,No
Belgium,1961,Yes,Yes,No,No,No
Belgium,1962,Yes,Yes,No,No,No
Belgium,1963,Yes,Yes,No,No,No
Belgium,1964,Yes,Yes,No,No,No
Belgium,1965,Yes,Yes,No,No,No
Belgium,1966,Yes,Yes,No,No,No
Belgium,1967,Yes,Yes,No,No,No
Belgium,1968,Yes,Yes,No,No,No
Belgium,1969,Yes,Yes,No,No,No
Belgium,1970,Yes,Yes,No,No,No
Belgium,1971,Yes,Yes,No,No,No
Belgium,1972,Yes,Yes,No,No,No
Belgium,1973,Yes,Yes,No,No,No
Belgium,1974,Yes,Yes,No,No,No
Belgium,1975,Yes,Yes,No,No,No
Belgium,1976,Yes,Yes,No,No,No
Belgium,1977,Yes,Yes,No,No,No
Belgium,1978,Yes,Yes,No,No,No
Belgium,1979,Yes,Yes,No,No,No
Belgium,1980,Yes,Yes,No,No,No
Belgium,1981,Yes,Yes,No,No,No
Belgium,1982,Yes,Yes,No,No,No
Belgium,1983,Yes,Yes,No,No,No
Belgium,1984,Yes,Yes,No,No,No
Belgium,1985,Yes,Yes,No,No,No
Belgium,1986,Yes,Yes,No,No,No
Belgium,1987,Yes,Yes,No,No,No
Belgium,1988,Yes,Yes,No,No,No
Belgium,1989,Yes,Yes,No,No,No
Belgium,1990,Yes,Yes,No,No,No
Belgium,1991,Yes,Yes,No,No,No
Belgium,1992,Yes,Yes,No,No,No
Belgium,1993,Yes,Yes,No,No,No
Belgium,1994,Yes,Yes,No,No,No
Belgium,1995,Yes,Yes,Yes,No,No
Belgium,1996,Yes,Yes,Yes,No,No
Belgium,1997,Yes,Yes,Yes,No,No
Belgium,1998,Yes,Yes,Yes,No,No
Belgium,1999,Yes,Yes,Yes,Yes,No
Belgium,2000,Yes,Yes,Yes,Yes,No
Belgium,2001,Yes,Yes,Yes,Yes,No
Belgium,2002,Yes,Yes,Yes,Yes,No
Belgium,2003,Yes,Yes,Yes,Yes,Yes
Belgium,2004,Yes,Yes,Yes,Yes,Yes
Belgium,2005,Yes,Yes,Yes,Yes,Yes
Belgium,2006,Yes,Yes,Yes,Yes,Yes
Belgium,2007,Yes,Yes,Yes,Yes,Yes
Belgium,2008,Yes,Yes,Yes,Yes,Yes
Belgium,2009,Yes,Yes,Yes,Yes,Yes
Belgium,2010,Yes,Yes,Yes,Yes,Yes
Belgium,2011,Yes,Yes,Yes,Yes,Yes
Belgium,2012,Yes,Yes,Yes,Yes,Yes
Belgium,2013,Yes,Yes,Yes,Yes,Yes
Belgium,2014,Yes,Yes,Yes,Yes,Yes
Belgium,2015,Yes,Yes,Yes,Yes,Yes
Belgium,2016,Yes,Yes,Yes,Yes,Yes
Belgium,2017,Yes,Yes,Yes,Yes,Yes
Belize,1981,Yes,No,No,No,No
Belize,1982,Yes,No,No,No,No
Belize,1983,Yes,No,No,No,No
Belize,1984,Yes,Yes,No,No,No
Belize,1985,Yes,Yes,No,No,No
Belize,1986,Yes,Yes,No,No,No
Belize,1987,Yes,Yes,No,No,No
Belize,1988,Yes,Yes,No,No,No
Belize,1989,Yes,Yes,No,No,No
Belize,1990,Yes,Yes,No,No,No
Belize,1991,Yes,Yes,No,No,No
Belize,1992,Yes,Yes,No,No,No
Belize,1993,Yes,Yes,No,No,No
Belize,1994,Yes,Yes,No,No,No
Belize,1995,Yes,Yes,No,No,No
Belize,1996,Yes,Yes,No,No,No
Belize,1997,Yes,Yes,No,No,No
Belize,1998,Yes,Yes,No,No,No
Belize,1999,Yes,Yes,No,No,No
Belize,2000,Yes,Yes,No,No,No
Belize,2001,Yes,Yes,No,No,No
Belize,2002,Yes,Yes,No,No,No
Belize,2003,Yes,Yes,No,No,No
Belize,2004,Yes,Yes,No,No,No
Belize,2005,Yes,Yes,No,No,No
Belize,2006,Yes,Yes,No,No,No
Belize,2007,Yes,Yes,No,No,No
Belize,2008,Yes,Yes,No,No,No
Belize,2009,Yes,Yes,No,No,No
Belize,2010,Yes,Yes,No,No,No
Belize,2011,Yes,Yes,No,No,No
Belize,2012,Yes,Yes,No,No,No
Belize,2013,Yes,Yes,No,No,No
