Entity,Year,Import trade share from labor-intensive countries (OWID calculations based on NBER- United Nations Trade Data 1962-2000),Import trade share from capital-intensive countries (OWID calculations based on NBER- United Nations Trade Data 1962-2000),Export trade share by labor-intensive countries (OWID calculations based on NBER- United Nations Trade Data 1962-2000),Export trade share by capital-intensive countries (OWID calculations based on NBER- United Nations Trade Data 1962-2000)
Saudi Arabia,1977,0.96521,16.00430,1.29863,55.48851
Saudi Arabia,1978,0.22051,21.04163,0.87072,44.01959
Saudi Arabia,1979,0.96521,20.21008,1.67029,49.52412
Saudi Arabia,1980,0.71755,17.04267,2.16989,56.94979
Saudi Arabia,1981,0.62401,17.98864,2.74716,58.26290
Saudi Arabia,1982,0.70181,25.31065,3.44320,51.15772
Saudi Arabia,1983,0.23860,23.02695,0.60411,29.69112
Saudi Arabia,1984,0.78268,26.84238,2.14018,32.01415
Saudi Arabia,1985,0.78375,21.38700,1.99139,24.35224
Saudi Arabia,1986,0.84757,20.58246,1.51558,26.80055
Saudi Arabia,1987,0.91456,22.13747,1.34102,30.00776
Saudi Arabia,1988,0.92124,23.11112,1.91498,30.22432
Saudi Arabia,1989,0.73324,20.73241,1.54059,32.63516
Saudi Arabia,1990,0.71995,18.92707,2.78398,38.04465
Saudi Arabia,1991,0.69429,20.33246,2.45631,39.17930
Saudi Arabia,1992,0.87469,21.96654,2.93341,37.05866
Saudi Arabia,1993,1.01123,18.85831,2.73636,33.19151
Saudi Arabia,1994,0.74629,15.11874,2.89477,31.30369
Saudi Arabia,1995,0.93743,17.16897,3.77080,33.48531
Saudi Arabia,1996,1.01987,15.72783,4.00589,34.09111
Saudi Arabia,1997,0.77792,16.20376,3.01967,34.35158
Saudi Arabia,1998,1.15179,18.40782,2.71899,26.49259
Saudi Arabia,1999,1.00108,15.48948,3.16074,26.48705
Saudi Arabia,2000,0.90446,14.38549,1.52107,37.23242
Senegal,1962,0.91313,17.56846,0.79663,22.53468
Senegal,1963,0.94419,16.50108,0.62661,21.30354
Senegal,1964,1.09822,16.71750,0.65107,17.06010
Senegal,1965,0.66354,15.11054,0.69279,17.80747
Senegal,1966,0.63565,14.40974,0.83605,18.09129
Senegal,1967,0.92575,14.16237,0.79112,16.83915
Senegal,1968,1.18777,14.62276,0.97000,15.35804
Senegal,1969,1.11040,17.47483,1.00015,15.01817
Senegal,1970,1.13854,17.21060,0.62710,13.48247
Senegal,1971,0.67986,18.81635,0.68900,11.56193
Senegal,1972,0.47674,20.35053,0.67056,15.25327
Senegal,1973,0.97411,21.99670,0.66188,13.20785
Senegal,1974,1.09582,25.13622,0.67802,22.49054
Senegal,1975,0.87353,22.72623,0.80395,18.54755
Senegal,1976,0.55141,23.83962,0.15608,20.29492
Senegal,1977,0.43545,27.94873,0.44208,21.02049
Senegal,1978,0.18018,25.48142,0.07525,12.78573
Senegal,1979,0.85178,25.90166,0.79137,13.59900
Senegal,1980,0.38375,23.97790,0.61113,10.15544
Senegal,1981,1.28366,26.93607,1.29177,9.36006
Senegal,1982,0.32636,27.85918,0.10965,11.62672
Senegal,1983,0.16852,26.32463,0.00033,13.59366
Senegal,1984,0.30177,28.23006,1.07763,13.76787
Senegal,1985,0.55105,21.01803,1.63981,10.03460
Senegal,1986,0.39541,15.83444,1.31398,8.27685
Senegal,1987,0.42945,15.31067,0.68368,7.61779
Senegal,1988,0.62104,14.72454,1.16334,8.87552
Senegal,1989,0.32921,16.19770,1.93571,10.32011
Senegal,1990,0.19287,15.15301,1.45303,7.83735
Senegal,1991,0.11838,14.71039,1.92869,8.58993
Senegal,1992,0.16231,13.58860,1.78447,5.84215
Senegal,1993,0.09658,13.46657,0.43925,5.46848
Senegal,1994,0.16361,18.48754,0.54178,9.91614
Senegal,1995,0.99845,21.78184,0.79937,8.84326
Senegal,1996,0.67614,22.19905,0.48436,8.80746
Senegal,1997,0.81378,22.92743,1.10480,9.06261
Senegal,1998,1.01405,22.09241,2.41628,8.18101
Senegal,1999,0.79817,22.42037,1.74676,8.35343
Senegal,2000,0.49966,24.78457,0.05178,8.34226
Seychelles,1963,2.26405,,,
Seychelles,1964,1.59430,,,
Seychelles,1965,1.44987,,,
Seychelles,1966,1.77533,,,
Seychelles,1969,,,,0.02292
Seychelles,1970,7.69136,26.05991,0.08082,20.86948
Seychelles,1971,4.51363,32.52222,0.04144,22.50032
Seychelles,1972,6.49490,61.25191,1.26117,18.08850
Seychelles,1973,6.53396,36.56149,0.33870,8.55045
Seychelles,1974,8.33842,44.99984,2.58249,48.73736
Seychelles,1975,9.92012,37.10263,2.66095,21.93333
Seychelles,1976,9.51387,34.55053,1.51987,12.59391
Seychelles,1977,6.01650,29.93108,1.66676,6.12171
Seychelles,1978,5.48508,23.85700,0.01064,1.82965
Seychelles,1979,6.78470,45.97192,0.82615,1.44755
Seychelles,1980,4.32851,50.89471,1.25918,2.21340
Seychelles,1981,4.49879,45.31883,1.25457,8.32803
Seychelles,1982,9.22197,45.62943,0.62090,6.11464
Seychelles,1983,5.11638,43.05614,0.49930,32.10614
Seychelles,1984,0.35005,10.30564,1.64359,10.33462
Seychelles,1985,0.13524,15.20747,1.49644,20.85073
Seychelles,1986,0.17793,18.73594,0.18704,26.48393
Seychelles,1987,0.05777,18.05769,0.47013,22.99776
Seychelles,1988,,19.65323,0.22191,40.51810
Seychelles,1989,0.14472,39.16227,0.06245,31.17386
Seychelles,1990,0.27461,18.90756,0.09588,26.57347
Seychelles,1991,0.16890,14.14273,0.09307,23.38448
Seychelles,1992,0.31261,17.88924,0.03932,12.13832
Seychelles,1993,0.45978,31.59464,,8.47374
Seychelles,1994,0.21844,19.19527,,13.13817
Seychelles,1995,0.69870,21.99320,,8.86142
Seychelles,1996,0.37601,39.64454,,11.87493
Seychelles,1997,0.69833,27.47877,0.13717,16.60290
Seychelles,1998,0.90643,28.76106,0.07115,15.32240
Seychelles,1999,0.50347,33.23053,0.23417,24.67772
Seychelles,2000,0.93138,29.00854,0.11006,31.91958
Sierra Leone,1962,0.89263,20.14789,0.00757,15.78498
Sierra Leone,1963,0.96083,12.42994,0.03920,15.30143
Sierra Leone,1964,1.19626,25.49238,0.13841,13.70144
Sierra Leone,1965,0.65277,18.33631,0.08585,27.02828
Sierra Leone,1966,1.38855,15.79368,0.04922,23.21387
Sierra Leone,1967,1.08104,13.59226,0.02533,25.10856
Sierra Leone,1968,1.39165,15.58289,0.20976,32.38094
Sierra Leone,1969,1.32890,17.63335,0.35482,32.61348
Sierra Leone,1970,1.94918,15.47755,0.18199,11.67621
Sierra Leone,1971,1.72509,14.64317,0.10989,14.53287
Sierra Leone,1972,1.17756,18.86937,0.26690,10.08594
Sierra Leone,1973,1.89276,21.92284,0.14101,10.59399
Sierra Leone,1974,2.88954,24.56775,0.20903,18.42870
Sierra Leone,1975,0.96208,15.73662,0.13030,13.48084
Sierra Leone,1976,0.82688,14.81308,0.08057,20.34738
Sierra Leone,1977,0.78717,13.34938,0.12331,21.33567
Sierra Leone,1978,0.08783,16.86172,0.00214,14.97837
Sierra Leone,1979,0.37066,15.42457,0.09901,15.55261
Sierra Leone,1980,0.44817,18.81206,0.02941,13.22191
Sierra Leone,1981,0.10422,12.76296,0.01505,13.75869
Sierra Leone,1982,0.02278,9.04125,0.42734,6.88875
Sierra Leone,1983,0.01905,5.73148,0.00021,10.37563
Sierra Leone,1984,0.02606,4.83820,0.01280,10.32226
Sierra Leone,1985,0.12242,5.61676,0.05667,11.18040
Sierra Leone,1986,,10.47406,0.09901,15.69369
Sierra Leone,1987,0.02991,13.44798,0.02759,20.78312
Sierra Leone,1988,0.02243,8.17643,0.01223,15.59501
Sierra Leone,1989,0.05563,11.74757,,20.79020
Sierra Leone,1990,0.11074,15.40252,,25.44358
Sierra Leone,1991,0.58837,9.73807,,27.49759
Sierra Leone,1992,0.23486,12.69994,0.05290,40.91398
Sierra Leone,1993,0.28658,12.68790,,20.65332
Sierra Leone,1994,0.48928,11.18263,,20.18709
Sierra Leone,1995,1.86642,10.12339,,15.40370
Sierra Leone,1996,0.39061,12.78243,,15.38519
Sierra Leone,1997,0.08166,10.87999,0.14795,16.76918
Sierra Leone,1998,0.21510,12.26417,0.01890,11.99666
Sierra Leone,1999,0.34814,11.61419,0.01214,8.70866
Sierra Leone,2000,0.14149,21.60367,,16.35652
Singapore,1962,4.80173,111.89667,3.72401,36.77595
Singapore,1963,6.70850,111.98719,2.84684,32.61992
Singapore,1964,5.65109,109.72136,2.93996,49.98875
Singapore,1965,4.06221,112.40602,1.36437,49.28485
Singapore,1966,3.84532,105.95612,3.07360,38.21249
Singapore,1967,4.27717,100.32891,2.40603,33.49251
Singapore,1968,5.17411,98.12518,2.67670,36.25595
Singapore,1969,4.85415,105.83488,1.94118,33.24778
Singapore,1970,5.51968,120.58878,1.83230,32.79814
Singapore,1971,4.56315,118.17584,2.26966,35.13452
Singapore,1972,3.74783,109.38097,2.08677,40.01912
Singapore,1973,5.03205,113.36462,2.46323,50.02514
Singapore,1974,6.66361,149.12712,3.80486,62.58260
Singapore,1975,3.66178,134.09323,2.84528,52.57021
Singapore,1976,4.07149,141.57584,3.09804,67.33260
Singapore,1977,4.61418,146.06776,3.71627,75.15684
Singapore,1978,4.34105,150.74249,7.87114,87.12917
Singapore,1979,4.55186,167.44322,6.05560,92.61290
Singapore,1980,4.64710,189.66559,10.58085,98.80231
Singapore,1981,4.22634,184.02203,9.26169,92.46963
Singapore,1982,4.58966,169.54776,9.45128,83.22240
Singapore,1983,4.85328,148.95811,9.05853,89.12875
Singapore,1984,3.05063,140.66995,7.06076,79.25804
Singapore,1985,4.00896,134.33820,6.93081,81.71156
Singapore,1986,3.21924,129.95059,6.31293,82.50211
Singapore,1987,3.28391,145.11632,6.57789,94.76766
Singapore,1988,3.33106,159.81500,7.38341,100.92670
Singapore,1989,3.23774,152.82169,7.47214,104.82594
Singapore,1990,2.95612,151.73669,7.36853,100.89330
Singapore,1991,2.55597,141.17317,5.65539,93.06211
Singapore,1992,2.40214,134.06487,6.01601,90.18932
Singapore,1993,2.65896,136.07756,6.33660,87.48884
Singapore,1994,2.80618,134.56432,6.36043,87.91113
Singapore,1995,3.03576,137.02345,6.41547,89.87730
Singapore,1996,3.14615,131.74388,6.66438,88.67912
Singapore,1997,3.62972,127.37695,6.57221,84.16055
Singapore,1998,4.01393,113.06020,6.91183,87.56464
Singapore,1999,5.00286,122.14775,6.99571,90.42321
Singapore,2000,5.54562,132.61548,5.37983,96.52888
Slovakia,1991,,,,0.43540
Slovakia,1992,,,,0.87672
Slovakia,1993,0.00716,35.59470,0.02909,32.18646
Slovakia,1994,0.94733,39.16741,0.98697,36.85395
Slovakia,1995,0.94048,41.40062,1.19058,42.96133
Slovakia,1996,1.07363,48.06775,1.27233,41.07675
Slovakia,1997,1.49632,50.55393,1.50022,40.69735
Slovakia,1998,1.24291,54.15294,1.06370,45.49957
Slovakia,1999,0.88205,51.05137,0.89194,49.59217
Slovakia,2000,1.21312,59.14584,0.96901,53.52918
Slovenia,1992,0.22565,42.16509,0.37416,29.03312
Slovenia,1993,0.25367,47.49493,0.46702,40.89883
Slovenia,1994,0.31205,46.98669,0.60724,42.26613
Slovenia,1995,0.29814,43.28782,0.46552,36.86295
Slovenia,1996,0.23715,42.24410,0.48608,38.12236
Slovenia,1997,0.31183,43.20332,0.44364,38.92997
Slovenia,1998,0.29013,43.85845,0.41337,39.34262
Slovenia,1999,0.28622,42.05126,0.36794,36.93014
Slovenia,2000,0.27627,47.92984,0.34588,42.02342
Somalia,1970,1.62099,10.46813,0.09735,10.60478
Somalia,1971,2.24124,15.15073,0.28037,9.31220
Somalia,1972,1.93934,14.03466,0.57627,11.24153
Somalia,1973,1.96961,18.32191,0.47529,12.54394
Somalia,1974,3.43089,20.36859,0.43318,10.95870
Somalia,1975,2.30471,15.66242,0.29088,10.72052
Somalia,1976,2.11948,13.08817,0.13795,9.35187
Somalia,1977,1.33000,15.74253,0.02498,5.93450
Somalia,1978,0.67216,16.92520,0.00408,1.54614
Somalia,1979,3.25441,13.87163,0.06306,9.70005
Somalia,1980,0.78080,14.13248,0.26351,5.23297
Somalia,1981,0.14185,8.96889,0.00009,3.62756
Somalia,1982,0.16160,13.67862,0.00716,4.90119
Somalia,1983,0.17145,11.68702,0.01739,1.32125
Somalia,1984,0.13988,7.40255,,2.33982
Somalia,1985,0.26907,9.28135,,5.91868
Somalia,1986,0.28320,15.77143,,6.00508
Somalia,1987,0.20390,19.09277,,7.48272
Somalia,1988,0.11176,10.97632,0.01159,6.85518
Somalia,1989,0.18276,22.57649,0.02789,8.83268
Somalia,1990,0.27966,21.62959,0.14395,12.47373
Somalia,1991,0.14431,11.75878,0.11255,11.49051
Somalia,1992,0.24535,16.46708,0.34873,14.76885
Somalia,1993,0.59692,13.54901,0.16509,8.48740
Somalia,1994,0.36331,10.97312,0.23715,7.62181
Somalia,1995,1.82812,5.83867,0.23596,11.53111
Somalia,1996,2.85322,4.00333,0.96562,10.30665
Somalia,1997,1.46612,3.48804,0.09507,2.51031
Somalia,1998,1.97009,2.73322,0.21267,2.97627
Somalia,1999,0.53092,4.07770,0.05923,4.82390
Somalia,2000,0.06837,4.81568,0.06296,3.23847
South Africa,1962,0.51100,12.99929,0.24855,13.11116
South Africa,1963,0.42284,16.40170,0.13631,13.13464
South Africa,1964,0.38679,18.44532,0.07211,12.60876
South Africa,1965,0.26003,19.19801,0.06263,12.67504
South Africa,1966,0.20178,16.58633,0.08302,13.15341
South Africa,1967,0.15724,16.59536,0.06196,13.19612
South Africa,1968,0.18086,15.55170,0.07240,13.80809
South Africa,1969,0.12994,15.60585,0.08321,12.81942
South Africa,1970,0.12539,17.20204,0.10499,10.60377
South Africa,1971,0.09441,17.44013,0.09988,9.67849
South Africa,1972,0.11162,14.97294,0.12421,9.64303
South Africa,1973,0.04671,15.20285,0.11982,9.78372
South Africa,1974,0.08535,18.70553,0.18725,11.44332
South Africa,1975,0.08094,18.84032,0.25899,12.90384
South Africa,1976,0.08310,17.38539,0.28233,15.41685
South Africa,1977,0.10313,14.01274,0.31845,17.21271
South Africa,1978,0.03207,14.50779,0.05428,17.04596
South Africa,1979,0.06802,13.59777,0.35146,18.06535
South Africa,1980,0.04425,15.23173,0.24848,15.05394
South Africa,1981,0.03464,18.14254,0.04816,12.38209
South Africa,1982,0.02229,14.95213,0.04601,12.10819
South Africa,1983,0.02269,11.65946,0.02810,9.63196
South Africa,1984,0.31793,18.62898,0.00703,14.15327
South Africa,1985,0.32279,16.58663,0.01007,19.57327
South Africa,1986,0.32908,16.83018,0.00953,19.13477
South Africa,1987,0.29970,15.40262,0.00591,13.68477
South Africa,1988,0.34592,17.52657,0.00539,15.49980
South Africa,1989,0.43057,15.39717,0.00599,16.11651
South Africa,1990,0.40919,14.15015,0.01147,14.13654
South Africa,1991,0.47776,13.39609,0.01263,13.01450
South Africa,1992,0.45781,12.83531,0.92556,13.38814
South Africa,1993,0.39575,12.63398,1.14693,13.28742
South Africa,1994,0.48401,14.21071,1.23461,13.61990
South Africa,1995,0.50704,16.31713,1.99708,14.71296
South Africa,1996,0.55390,17.18570,2.07680,16.37969
South Africa,1997,0.60319,18.96243,2.00284,17.43379
South Africa,1998,0.56964,18.22156,2.62373,17.56579
South Africa,1999,0.50810,16.55566,3.33616,18.78408
South Africa,2000,0.49795,18.46993,1.81002,22.42956
South Korea,1962,0.51153,9.80349,0.01425,1.93952
South Korea,1963,0.42623,13.60596,0.02948,1.85250
South Korea,1964,0.31962,11.44260,0.06005,3.19042
South Korea,1965,0.40601,14.21386,0.08405,4.62225
South Korea,1966,0.62747,18.29932,0.03641,5.60988
South Korea,1967,0.52614,19.77351,0.07402,5.88315
South Korea,1968,0.82647,22.67613,0.12599,6.49294
South Korea,1969,0.68083,22.16889,0.11382,7.18380
South Korea,1970,0.54141,21.17861,0.14698,8.67396
South Korea,1971,0.57899,23.13679,0.11926,9.54865
South Korea,1972,0.25726,22.31288,0.24978,14.18056
South Korea,1973,0.44423,28.92962,0.20873,21.50358
South Korea,1974,0.31446,33.56239,0.21844,22.85397
South Korea,1975,0.36733,31.89187,0.27362,21.09872
South Korea,1976,0.29414,28.03726,0.32873,24.52619
South Korea,1977,0.19239,26.90567,0.64867,23.43904
South Korea,1978,0.23235,27.81713,0.78219,22.06951
South Korea,1979,0.43686,28.81418,0.66252,20.02792
South Korea,1980,0.62418,31.22625,1.06599,22.50341
South Korea,1981,0.67773,33.18170,1.07774,23.87780
South Korea,1982,0.24018,22.20816,0.59405,20.62889
South Korea,1983,0.02910,16.91865,0.24024,18.76798
South Korea,1984,0.72739,29.65208,0.93144,23.75349
South Korea,1985,0.65050,28.74954,1.06221,23.88919
South Korea,1986,0.43794,26.04498,1.01226,26.68243
South Korea,1987,0.46081,26.56498,0.90700,29.81259
South Korea,1988,0.44164,24.99993,0.80853,28.58376
South Korea,1989,0.42465,23.94295,0.71281,23.47735
South Korea,1990,0.43786,23.58112,0.70146,20.41392
South Korea,1991,0.40169,23.69036,0.69238,19.14354
South Korea,1992,0.34644,21.94242,0.77972,18.82114
South Korea,1993,0.35266,20.29531,0.89270,18.23529
South Korea,1994,0.38383,20.90299,0.84144,18.40903
South Korea,1995,0.39489,22.74502,0.86858,19.68627
South Korea,1996,0.38539,23.49251,0.92323,19.20363
South Korea,1997,0.43165,24.11196,1.14356,21.10044
South Korea,1998,0.58786,22.92447,1.92566,31.42125
South Korea,1999,0.60186,22.56750,1.55184,27.84378
South Korea,2000,0.67118,26.15740,1.13113,29.98383
Spain,1962,0.35727,7.98486,0.15055,5.19693
Spain,1963,0.35122,8.46845,0.10237,4.54910
Spain,1964,0.35319,8.57300,0.11153,4.86323
Spain,1965,0.32682,10.20692,0.14471,4.25100
Spain,1966,0.30757,10.47894,0.18559,4.13598
Spain,1967,0.23154,9.07913,0.18528,4.37352
Spain,1968,0.22193,8.88629,0.20975,4.96405
Spain,1969,0.24957,9.45850,0.18819,5.09136
Spain,1970,0.28745,10.68682,0.18815,5.70642
Spain,1971,0.27411,9.84577,0.17897,6.30019
Spain,1972,0.31153,10.60904,0.14392,6.37786
Spain,1973,0.31554,11.34360,0.15387,6.55707
Spain,1974,0.30734,14.68566,0.21539,7.05162
Spain,1975,0.25137,12.78387,0.23150,6.45197
Spain,1976,0.27816,13.42269,0.31726,7.07743
Spain,1977,0.31901,12.04972,0.44131,7.65871
Spain,1978,0.30132,10.56777,0.47483,7.91927
Spain,1979,0.30412,10.71290,0.38353,7.63426
Spain,1980,0.33530,12.84320,0.37965,8.49523
Spain,1981,0.24992,14.39197,0.52859,9.26893
Spain,1982,0.37520,14.41342,0.60229,9.39406
Spain,1983,0.47647,15.20650,0.73688,10.75128
Spain,1984,0.52322,14.47310,0.88929,12.09412
Spain,1985,0.55570,13.84664,0.69295,12.01193
Spain,1986,0.33084,12.70670,0.41029,10.35658
Spain,1987,0.27459,13.92991,0.36543,10.06842
Spain,1988,0.28221,14.82262,0.32473,9.95562
Spain,1989,0.30056,15.83679,0.31570,9.77450
Spain,1990,0.28331,15.38290,0.24616,9.68251
Spain,1991,0.30995,15.28118,0.22846,9.82400
Spain,1992,0.32455,14.93622,0.23235,9.66906
Spain,1993,0.31616,14.30081,0.30673,10.61138
Spain,1994,0.41801,16.41594,0.33344,12.84901
Spain,1995,0.42846,17.50933,0.33871,14.01347
Spain,1996,0.42607,18.07025,0.34514,14.69830
Spain,1997,0.46612,19.79299,0.40869,16.37669
Spain,1998,0.45141,20.61857,0.45468,16.78223
Spain,1999,0.45633,22.09780,0.47263,16.39029
Spain,2000,0.57896,23.91848,0.44254,17.86358
Sri Lanka,1962,5.28255,13.46125,1.89781,18.46069
Sri Lanka,1963,4.13073,12.81131,1.64214,18.09979
Sri Lanka,1964,5.34476,15.19557,1.76611,17.42102
Sri Lanka,1965,3.36755,11.15604,1.45403,18.26443
Sri Lanka,1966,4.62132,14.62550,0.84016,15.43265
Sri Lanka,1967,2.68898,12.70878,0.84716,14.59606
Sri Lanka,1968,2.63977,13.51733,0.57973,14.70236
Sri Lanka,1969,2.90415,14.54320,0.75927,12.57268
Sri Lanka,1970,2.81060,12.44602,1.02826,12.71547
Sri Lanka,1971,2.17765,10.40618,1.08035,11.76131
Sri Lanka,1972,2.63152,8.63177,1.32776,9.87935
Sri Lanka,1973,1.25769,7.16563,1.28357,7.97121
Sri Lanka,1974,3.09857,13.07007,1.69397,12.08965
Sri Lanka,1975,1.91373,16.40486,1.97611,11.56802
Sri Lanka,1976,2.37625,11.99807,1.93516,12.14307
Sri Lanka,1977,2.23811,13.78649,2.60127,13.86502
Sri Lanka,1978,4.70692,26.86147,4.03038,23.08802
Sri Lanka,1979,5.75292,32.95375,3.07342,21.82710
Sri Lanka,1980,4.94242,38.68544,2.93535,19.45165
Sri Lanka,1981,3.75822,35.48148,2.65196,18.46458
Sri Lanka,1982,2.65817,33.53544,2.58558,17.75584
Sri Lanka,1983,3.38357,30.39261,2.93963,15.74422
Sri Lanka,1984,2.27638,16.78383,0.87559,16.75856
Sri Lanka,1985,1.77634,17.81161,0.70131,16.97586
Sri Lanka,1986,1.70223,17.09554,0.76482,16.87517
Sri Lanka,1987,1.89713,18.25971,0.67102,19.92325
Sri Lanka,1988,2.37046,20.48443,1.03158,20.19719
Sri Lanka,1989,1.63537,21.34359,0.90148,19.73852
Sri Lanka,1990,2.35338,20.39367,0.82440,21.09388
Sri Lanka,1991,2.55607,17.82543,0.57286,21.30001
Sri Lanka,1992,3.56514,22.43473,0.52978,23.13763
Sri Lanka,1993,3.16284,23.56991,0.65048,25.10803
Sri Lanka,1994,3.57602,25.43189,0.68642,24.12214
Sri Lanka,1995,3.38557,25.30811,0.74867,24.91925
Sri Lanka,1996,3.82247,21.76175,0.64736,25.10620
Sri Lanka,1997,3.70294,21.68896,0.55380,25.92911
Sri Lanka,1998,3.27452,21.80409,0.60019,25.33969
Sri Lanka,1999,3.73416,22.49432,0.57777,26.01028
Sri Lanka,2000,0.52683,22.66736,0.30793,27.55871
Suriname,1970,0.02554,25.18588,0.00112,40.49053
Suriname,1971,0.04010,25.12344,0.00874,44.09537
Suriname,1972,0.04245,25.67326,0.04292,23.09268
Suriname,1973,0.03504,25.63357,0.02666,29.92223
Suriname,1974,0.04539,33.94986,0.01495,43.59260
Suriname,1975,0.10899,32.56328,0.02729,44.37909
Suriname,1976,0.12512,34.43914,0.68780,44.74857
Suriname,1977,0.12666,36.92685,0.05462,39.66308
Suriname,1978,0.01915,30.92287,0.00744,41.93502
Suriname,1979,0.06201,30.17082,0.00755,46.66144
Suriname,1980,0.19833,38.44373,0.00211,51.43674
Suriname,1981,0.24711,34.29424,0.08538,41.89096
Suriname,1982,0.07305,29.74758,0.00367,30.77882
Suriname,1983,0.13423,24.79279,0.00355,31.42112
Suriname,1984,0.01993,15.34634,,28.77923
Suriname,1985,0.01463,13.32949,0.05307,26.40875
Suriname,1986,,13.55343,0.02531,27.29322
Suriname,1987,,10.44881,0.00998,27.23173
Suriname,1988,,12.31101,,25.55830
Suriname,1989,,13.08785,,26.40608
Suriname,1990,0.03950,11.26543,,20.63377
Suriname,1991,0.00336,8.63856,,13.26322
Suriname,1992,0.02704,10.90773,,10.25426
Suriname,1993,0.00958,2.23196,,3.85230
Suriname,1994,0.16659,48.69872,0.03632,83.48536
Suriname,1995,0.09512,41.61186,0.04098,59.74414
Suriname,1996,0.05459,42.53231,0.29535,50.77867
Suriname,1997,0.04395,30.84921,0.05025,44.07711
Suriname,1998,0.02269,29.18779,,38.89252
Suriname,1999,0.10962,25.72552,,44.62994
Suriname,2000,0.03458,14.16473,,40.93868
Sweden,1962,0.25348,15.30582,0.29724,15.13834
Sweden,1963,0.28313,15.34544,0.32337,15.09193
Sweden,1964,0.28312,15.81446,0.37352,15.87326
Sweden,1965,0.27590,16.40048,0.34879,15.86020
Sweden,1966,0.27085,15.65809,0.30708,15.59430
Sweden,1967,0.21787,14.80264,0.29939,15.20238
Sweden,1968,0.22809,15.18351,0.26891,15.52283
Sweden,1969,0.21549,16.16267,0.23698,16.27731
Sweden,1970,0.23869,17.58588,0.24470,17.53078
Sweden,1971,0.20028,16.26464,0.24611,17.57183
Sweden,1972,0.20218,15.72902,0.29803,17.41123
Sweden,1973,0.22928,17.17692,0.27655,20.01798
Sweden,1974,0.25921,22.67730,0.36917,23.33938
Sweden,1975,0.20371,20.73599,0.49679,19.58353
Sweden,1976,0.24822,20.51769,0.35490,19.34059
Sweden,1977,0.27639,20.44602,0.41507,18.92653
Sweden,1978,0.23045,18.82764,0.55586,19.53414
Sweden,1979,0.21586,21.92761,0.42920,20.97095
Sweden,1980,0.19996,22.34488,0.46610,20.43472
Sweden,1981,0.19307,21.45758,0.53457,20.22021
Sweden,1982,0.21820,22.96513,0.56856,22.15844
Sweden,1983,0.19722,23.65286,0.63954,24.63628
Sweden,1984,0.20533,23.04745,0.56724,25.72762
Sweden,1985,0.22067,23.95867,0.54530,25.84192
Sweden,1986,0.17672,21.04285,0.51521,23.82580
Sweden,1987,0.17537,21.61034,0.46186,23.52278
Sweden,1988,0.17590,21.62589,0.37887,23.17398
Sweden,1989,0.15739,21.94115,0.37917,23.04247
Sweden,1990,0.16245,20.70735,0.34135,21.90348
Sweden,1991,0.14949,17.99148,0.29760,20.08035
Sweden,1992,0.17417,17.36729,0.30765,19.42904
Sweden,1993,0.19151,19.91530,0.43900,23.58042
Sweden,1994,0.23136,22.26385,0.43871,26.04772
Sweden,1995,0.21716,22.97897,0.46753,27.89064
Sweden,1996,0.22043,21.96699,0.53465,27.29861
Sweden,1997,0.28991,23.42757,0.58011,30.06030
Sweden,1998,0.22114,25.33304,0.51966,30.39845
Sweden,1999,0.18776,23.29117,0.47266,30.24200
Sweden,2000,0.22882,25.67019,0.50006,32.67899
Switzerland,1962,0.35135,24.24024,0.57483,16.92001
Switzerland,1963,0.38840,23.68330,0.60809,16.84257
Switzerland,1964,0.42324,23.63209,0.53166,16.67971
Switzerland,1965,0.41515,22.48413,0.60429,17.37161
Switzerland,1966,0.37399,22.28610,0.56936,18.28015
Switzerland,1967,0.38559,21.71146,0.45453,17.98184
Switzerland,1968,0.40508,22.28766,0.51592,18.92634
Switzerland,1969,0.39131,24.04618,0.52382,20.48902
Switzerland,1970,0.36235,25.72229,0.43353,20.08696
Switzerland,1971,0.32356,23.72546,0.38981,18.68589
Switzerland,1972,0.26461,22.97676,0.32354,18.06083
Switzerland,1973,0.29530,23.34803,0.31832,18.78294
Switzerland,1974,0.37300,24.92584,0.43925,19.92436
Switzerland,1975,0.30353,20.02219,0.55338,18.82387
Switzerland,1976,0.39754,21.03238,0.49340,21.19646
Switzerland,1977,0.42193,23.95355,0.67415,23.92984
Switzerland,1978,0.33629,22.81205,0.74586,21.50195
Switzerland,1979,0.33123,24.91808,0.52985,21.88042
Switzerland,1980,0.36515,28.78533,0.53910,23.97228
Switzerland,1981,0.30231,26.67645,0.65196,24.68798
Switzerland,1982,0.30136,24.15776,0.70174,22.45029
Switzerland,1983,0.33490,24.80008,0.67465,23.42868
Switzerland,1984,0.32612,26.81711,0.61249,28.56235
Switzerland,1985,0.26828,27.31628,0.59624,28.78290
Switzerland,1986,0.23639,25.91307,0.60260,27.58252
Switzerland,1987,0.21296,25.56148,0.46773,26.08833
Switzerland,1988,0.19879,26.40869,0.43712,26.91263
Switzerland,1989,0.20452,28.24086,0.44959,28.86815
Switzerland,1990,0.18257,26.64278,0.43742,27.92819
Switzerland,1991,0.17547,25.12567,0.39175,27.14677
Switzerland,1992,0.18609,23.84647,0.51910,27.16010
Switzerland,1993,0.18671,22.70192,0.53621,27.14843
Switzerland,1994,0.19422,22.87814,0.60447,26.36071
Switzerland,1995,0.19466,23.07301,0.67433,26.73165
