Entity,Year,"Real GDP per capita in 2011US$, multiple benchmarks (Maddison Project Database (2018))","Real GDP per capita in 2011US$, 2011 benchmark (Maddison Project Database (2018))",Population (Maddison Project Database (2018)),"Total real GDP in 2011US$, multiple benchmarks (Maddison Project Database (2018))","Total real GDP in 2011US$, 2011 benchmark (Maddison Project Database (2018))",Maddison region definition (Maddison (2010)),Average real GDP per capita across Maddison's definitions (Maddison Project Database (2018)),Average real GDP per capita across OWID regions (OWID calculations based on Maddison Project Database (2018)),"Real GDP per capita, 2011 benchmarks, by region (Maddison Project Database (2018))",Population by region (Maddison Project Database (2018))
Algeria,1997,6897,9772,29200000,201392000000,285342000000,Africa Maddison definition,,,,
Algeria,1998,7114,10115,29649000,210923000000,299900000000,Africa Maddison definition,,,,
Algeria,1999,7359,10288,30083000,221381000000,309494000000,Africa Maddison definition,,,,
Algeria,2000,8255,10528,30515000,251901000000,321262000000,Africa Maddison definition,,,,
Algeria,2001,8153,10690,30952000,252352000000,330877000000,Africa Maddison definition,,,,
Algeria,2002,8462,11129,31397000,265681000000,349417000000,Africa Maddison definition,,,,
Algeria,2003,9071,11762,31847000,288884000000,374584000000,Africa Maddison definition,,,,
Algeria,2004,9516,12088,32320000,307557000000,390684000000,Africa Maddison definition,,,,
Algeria,2005,10795,12619,32785000,353914000000,413714000000,Africa Maddison definition,,,,
Algeria,2006,11585,12639,33286000,385618000000,420702000000,Africa Maddison definition,,,,
Algeria,2007,11751,12842,33866000,397959000000,434907000000,Africa Maddison definition,,,,
Algeria,2008,12270,12910,34480000,423070000000,445137000000,Africa Maddison definition,,,,
Algeria,2009,11172,12880,35126000,392428000000,452423000000,Africa Maddison definition,,,,
Algeria,2010,12510,13092,35805000,447921000000,468759000000,Africa Maddison definition,,,,
Algeria,2011,13204,13204,36507000,482038000000,482038000000,Africa Maddison definition,,,,
Algeria,2012,13242,13379,37217000,492828000000,497926000000,Africa Maddison definition,,,,
Algeria,2013,12998,13494,37934000,493066000000,511881000000,Africa Maddison definition,,,,
Algeria,2014,12782,13744,38657000,494114000000,531302000000,Africa Maddison definition,,,,
Algeria,2015,13024,14004,39383000,512924000000,551520000000,Africa Maddison definition,,,,
Algeria,2016,13328,14331,40102000,534479000000,574702000000,Africa Maddison definition,,,,
Angola,1950,,,4118000,,,Africa Maddison definition,,,,
Angola,1951,,,4173000,,,Africa Maddison definition,,,,
Angola,1952,,,4232000,,,Africa Maddison definition,,,,
Angola,1953,,,4294000,,,Africa Maddison definition,,,,
Angola,1954,,,4358000,,,Africa Maddison definition,,,,
Angola,1955,,,4423000,,,Africa Maddison definition,,,,
Angola,1956,,,4491000,,,Africa Maddison definition,,,,
Angola,1957,,,4561000,,,Africa Maddison definition,,,,
Angola,1958,,,4636000,,,Africa Maddison definition,,,,
Angola,1959,,,4715000,,,Africa Maddison definition,,,,
Angola,1960,,,4797000,,,Africa Maddison definition,,,,
Angola,1961,,,4752000,,,Africa Maddison definition,,,,
Angola,1962,,,4826000,,,Africa Maddison definition,,,,
Angola,1963,,,4920000,,,Africa Maddison definition,,,,
Angola,1964,,,5026000,,,Africa Maddison definition,,,,
Angola,1965,,,5135000,,,Africa Maddison definition,,,,
Angola,1966,,,5201000,,,Africa Maddison definition,,,,
Angola,1967,,,5247000,,,Africa Maddison definition,,,,
Angola,1968,,,5350000,,,Africa Maddison definition,,,,
Angola,1969,,,5472000,,,Africa Maddison definition,,,,
Angola,1970,,,5606000,,,Africa Maddison definition,,,,
Angola,1971,,,5753000,,,Africa Maddison definition,,,,
Angola,1972,,,5895000,,,Africa Maddison definition,,,,
Angola,1973,,,6026000,,,Africa Maddison definition,,,,
Angola,1974,,,5987000,,,Africa Maddison definition,,,,
Angola,1975,3246,5345,5885000,19102709760,31455324160,Africa Maddison definition,,,,
Angola,1976,2917,4752,5943000,17335730176,28241135616,Africa Maddison definition,,,,
Angola,1977,2964,4687,6164000,18270095360,28890667008,Africa Maddison definition,,,,
Angola,1978,2887,4784,6287000,18150569984,30077007872,Africa Maddison definition,,,,
Angola,1979,2936,4774,6453000,18946007040,30806622208,Africa Maddison definition,,,,
Angola,1980,3120,4790,6743000,21038159872,32298969088,Africa Maddison definition,,,,
Angola,1981,3056,4600,6880000,21025280000,31648000000,Africa Maddison definition,,,,
Angola,1982,2658,4294,7019000,18656501760,30139586560,Africa Maddison definition,,,,
Angola,1983,2462,4026,7241000,17827342336,29152266240,Africa Maddison definition,,,,
Angola,1984,2235,3937,7442000,16632869888,29299154944,Africa Maddison definition,,,,
Angola,1985,2389,3882,7585000,18120564736,29444970496,Africa Maddison definition,,,,
Angola,1986,1771,3458,7749000,13723479040,26796042240,Africa Maddison definition,,,,
Angola,1987,1986,3785,7878000,15645708288,29818230784,Africa Maddison definition,,,,
Angola,1988,2006,4249,8023000,16094138368,34089728000,Africa Maddison definition,,,,
Angola,1989,2146,4252,8154000,17498484736,34670809088,Africa Maddison definition,,,,
Angola,1990,2400,4325,8297000,19912800256,35884523520,Africa Maddison definition,,,,
Angola,1991,1755,4253,8519000,14950845440,36231307264,Africa Maddison definition,,,,
Angola,1992,2226,3894,8761000,19501985792,34115334144,Africa Maddison definition,,,,
Angola,1993,1866,2870,9035000,16859310080,25930450944,Africa Maddison definition,,,,
Angola,1994,1855,2819,9323000,17294166016,26281537536,Africa Maddison definition,,,,
Angola,1995,1551,3142,9621000,14922171392,30229182464,Africa Maddison definition,,,,
Angola,1996,1955,3461,9916000,19385780224,34319276032,Africa Maddison definition,,,,
Angola,1997,1851,3607,10207000,18893156352,36816650240,Africa Maddison definition,,,,
Angola,1998,2097,3668,10508000,22035275776,38543343616,Africa Maddison definition,,,,
Angola,1999,1843,3644,10809000,19920986112,39387996160,Africa Maddison definition,,,,
Angola,2000,1647,3659,11093000,18270171136,40589287424,Africa Maddison definition,,,,
Angola,2001,1894,3720,11369000,21532884992,42292678656,Africa Maddison definition,,,,
Angola,2002,2133,4112,11690000,24934770688,48069279744,Africa Maddison definition,,,,
Angola,2003,2146,4187,12084000,25932263424,50595708928,Africa Maddison definition,,,,
Angola,2004,2538,4481,12521000,31778297856,56106602496,Africa Maddison definition,,,,
Angola,2005,3364,5136,12919000,43459514368,66351984640,Africa Maddison definition,,,,
Angola,2006,4558,6024,13297000,60607725568,80101130240,Africa Maddison definition,,,,
Angola,2007,5314,7173,13690000,72748662784,98198372352,Africa Maddison definition,,,,
Angola,2008,6318,7936,14084000,88982708224,111771000000,Africa Maddison definition,,,,
Angola,2009,5212,7900,14489000,75516665856,114463000000,Africa Maddison definition,,,,
Angola,2010,6408,7940,14907000,95524052992,118362000000,Africa Maddison definition,,,,
Angola,2011,8016,8016,15346000,123014000000,123014000000,Africa Maddison definition,,,,
Angola,2012,8074,8190,15793000,127513000000,129345000000,Africa Maddison definition,,,,
Angola,2013,8612,8508,16239000,139850000000,138161000000,Africa Maddison definition,,,,
Angola,2014,8615,8673,16696000,143836000000,144804000000,Africa Maddison definition,,,,
Angola,2015,8631,8689,17166000,148160000000,149155000000,Africa Maddison definition,,,,
Angola,2016,8397,8453,17644000,148157000000,149145000000,Africa Maddison definition,,,,
Argentina,1800,1594,1635,,,,Latin America Maddison definition,,,,
Argentina,1820,1710,1753,534000,913139968,936102016,Latin America Maddison definition,,,,
Argentina,1850,2144,2198,1100000,2358400000,2417799936,Latin America Maddison definition,,,,
Argentina,1860,2321,2380,,,,Latin America Maddison definition,,,,
Argentina,1870,2514,2578,1796000,4515144192,4630088192,Latin America Maddison definition,,,,
Argentina,1875,2801,2873,,,,Latin America Maddison definition,,,,
Argentina,1876,2805,2877,,,,Latin America Maddison definition,,,,
Argentina,1877,3031,3108,,,,Latin America Maddison definition,,,,
Argentina,1878,2815,2887,,,,Latin America Maddison definition,,,,
Argentina,1879,2863,2936,,,,Latin America Maddison definition,,,,
Argentina,1880,2748,2818,,,,Latin America Maddison definition,,,,
Argentina,1881,2731,2801,,,,Latin America Maddison definition,,,,
Argentina,1882,3341,3426,,,,Latin America Maddison definition,,,,
Argentina,1883,3624,3716,,,,Latin America Maddison definition,,,,
Argentina,1884,3747,3842,,,,Latin America Maddison definition,,,,
Argentina,1885,4196,4302,,,,Latin America Maddison definition,,,,
Argentina,1886,4053,4156,,,,Latin America Maddison definition,,,,
Argentina,1887,4128,4233,,,,Latin America Maddison definition,,,,
Argentina,1888,4533,4649,,,,Latin America Maddison definition,,,,
Argentina,1889,4608,4725,,,,Latin America Maddison definition,,,,
Argentina,1890,4139,4245,3376000,13973264384,14331119616,Latin America Maddison definition,,,,
Argentina,1891,3903,4002,,,,Latin America Maddison definition,,,,
Argentina,1892,4568,4684,,,,Latin America Maddison definition,,,,
Argentina,1893,4738,4858,,,,Latin America Maddison definition,,,,
Argentina,1894,5340,5476,,,,Latin America Maddison definition,,,,
Argentina,1895,5786,5933,,,,Latin America Maddison definition,,,,
Argentina,1896,6143,6299,,,,Latin America Maddison definition,,,,
Argentina,1897,4835,4958,,,,Latin America Maddison definition,,,,
Argentina,1898,5094,5224,,,,Latin America Maddison definition,,,,
Argentina,1899,5815,5963,,,,Latin America Maddison definition,,,,
Argentina,1900,4925,5051,4693000,23113025536,23704342528,Latin America Maddison definition,,,,
Argentina,1901,4934,5060,4873000,24043382784,24657379328,Latin America Maddison definition,,,,
Argentina,1902,4653,4772,5060000,23544180736,24146319360,Latin America Maddison definition,,,,
Argentina,1903,5126,5256,5254000,26932004864,27615023104,Latin America Maddison definition,,,,
Argentina,1904,5466,5605,5455000,29817030656,30575273984,Latin America Maddison definition,,,,
Argentina,1905,5959,6110,5664000,33751775232,34607038464,Latin America Maddison definition,,,,
Argentina,1906,6027,6180,5881000,35444785152,36344578048,Latin America Maddison definition,,,,
Argentina,1907,5926,6077,6107000,36190081024,37112238080,Latin America Maddison definition,,,,
Argentina,1908,6265,6424,6341000,39726366720,40734584832,Latin America Maddison definition,,,,
Argentina,1909,6336,6497,6584000,41716224000,42776248320,Latin America Maddison definition,,,,
Argentina,1910,6547,6713,6836000,44755292160,45890068480,Latin America Maddison definition,,,,
Argentina,1911,6417,6580,7098000,45547864064,46704840704,Latin America Maddison definition,,,,
Argentina,1912,6687,6857,7370000,49283190784,50536091648,Latin America Maddison definition,,,,
Argentina,1913,6505,6670,7653000,49782763520,51045511168,Latin America Maddison definition,,,,
Argentina,1914,5657,5800,7885000,44605444096,45732999168,Latin America Maddison definition,,,,
Argentina,1915,5556,5698,8072000,44848033792,45994254336,Latin America Maddison definition,,,,
Argentina,1916,5295,5430,8226000,43556671488,44667179008,Latin America Maddison definition,,,,
Argentina,1917,4779,4901,8374000,40019345408,41040973824,Latin America Maddison definition,,,,
Argentina,1918,5564,5705,8518000,47394152448,48595189760,Latin America Maddison definition,,,,
Argentina,1919,5666,5810,8672000,49135550464,50384318464,Latin America Maddison definition,,,,
Argentina,1920,5949,6101,8861000,52714090496,54060961792,Latin America Maddison definition,,,,
Argentina,1921,5946,6097,9092000,54061031424,55433924608,Latin America Maddison definition,,,,
Argentina,1922,6228,6386,9368000,58343903232,59824046080,Latin America Maddison definition,,,,
Argentina,1923,6677,6847,9707000,64813637632,66463830016,Latin America Maddison definition,,,,
Argentina,1924,6947,7123,10054000,69845139456,71614644224,Latin America Maddison definition,,,,
Argentina,1925,6714,6885,10358000,69543608320,71314833408,Latin America Maddison definition,,,,
Argentina,1926,6842,7016,10652000,72880979968,74734428160,Latin America Maddison definition,,,,
Argentina,1927,7119,7300,10965000,78059831296,80044498944,Latin America Maddison definition,,,,
Argentina,1928,7351,7538,11282000,82933981184,85043716096,Latin America Maddison definition,,,,
Argentina,1929,7481,7671,11592000,86719750144,88922234880,Latin America Maddison definition,,,,
Argentina,1930,6988,7166,11896000,83129245696,85246738432,Latin America Maddison definition,,,,
Argentina,1931,6358,6520,12167000,77357785088,79328837632,Latin America Maddison definition,,,,
Argentina,1932,6033,6186,12402000,74821263360,76718768128,Latin America Maddison definition,,,,
Argentina,1933,6203,6361,12623000,78300471296,80294903808,Latin America Maddison definition,,,,
Argentina,1934,6586,6754,12834000,84524720128,86680838144,Latin America Maddison definition,,,,
Argentina,1935,6766,6938,13044000,88255700992,90499268608,Latin America Maddison definition,,,,
Argentina,1936,6701,6872,13260000,88855257088,91122720768,Latin America Maddison definition,,,,
Argentina,1937,7067,7246,13490000,95333826560,97748541440,Latin America Maddison definition,,,,
Argentina,1938,6975,7152,13724000,95724896256,98154045440,Latin America Maddison definition,,,,
Argentina,1939,7105,7286,13984000,99356319744,101887000000,Latin America Maddison definition,,,,
Argentina,1940,7128,7310,14169000,100997000000,103575000000,Latin America Maddison definition,,,,
Argentina,1941,7373,7560,14402000,106186000000,108879000000,Latin America Maddison definition,,,,
Argentina,1942,7339,7525,14638000,107428000000,110151000000,Latin America Maddison definition,,,,
Argentina,1943,7164,7346,14877000,106579000000,109286000000,Latin America Maddison definition,,,,
Argentina,1944,7844,8043,15130000,118680000000,121691000000,Latin America Maddison definition,,,,
Argentina,1945,7462,7652,15390000,114840000000,117764000000,Latin America Maddison definition,,,,
Argentina,1946,7991,8195,15654000,125091000000,128285000000,Latin America Maddison definition,,,,
Argentina,1947,8718,8940,15942000,138982000000,142521000000,Latin America Maddison definition,,,,
Argentina,1948,8996,9225,16307000,146698000000,150432000000,Latin America Maddison definition,,,,
Argentina,1949,8646,8866,16737000,144708000000,148390000000,Latin America Maddison definition,,,,
Argentina,1950,8542,8759,17150000,146495000000,150217000000,Latin America Maddison definition,,,,
Argentina,1951,8425,8911,17517000,147581000000,156094000000,Latin America Maddison definition,,,,
Argentina,1952,7573,8286,17877000,135383000000,148129000000,Latin America Maddison definition,,,,
Argentina,1953,7985,8562,18231000,145575000000,156094000000,Latin America Maddison definition,,,,
Argentina,1954,8249,8747,18581000,153275000000,162528000000,Latin America Maddison definition,,,,
Argentina,1955,8681,9199,18928000,164314000000,174119000000,Latin America Maddison definition,,,,
Argentina,1956,8696,9284,19272000,167589000000,178921000000,Latin America Maddison definition,,,,
Argentina,1957,9069,9592,19611000,177852000000,188109000000,Latin America Maddison definition,,,,
Argentina,1958,9554,10009,19947000,190574000000,199650000000,Latin America Maddison definition,,,,
Argentina,1959,8665,9207,20281000,175735000000,186727000000,Latin America Maddison definition,,,,
Argentina,1960,8928,9765,20616000,184060000000,201315000000,Latin America Maddison definition,,,,
Argentina,1961,9455,10297,20951000,198092000000,215732000000,Latin America Maddison definition,,,,
Argentina,1962,9197,9972,21284000,195749000000,212244000000,Latin America Maddison definition,,,,
Argentina,1963,8877,9583,21616000,191885000000,207146000000,Latin America Maddison definition,,,,
Argentina,1964,9685,10409,21949000,212576000000,228467000000,Latin America Maddison definition,,,,
Argentina,1965,10458,11190,22283000,233036000000,249347000000,Latin America Maddison definition,,,,
Argentina,1966,10422,11102,22612000,235662000000,251038000000,Latin America Maddison definition,,,,
Argentina,1967,10598,11240,22934000,243055000000,257778000000,Latin America Maddison definition,,,,
Argentina,1968,10943,11554,23261000,254545000000,268758000000,Latin America Maddison definition,,,,
Argentina,1969,11761,12361,23600000,277560000000,291720000000,Latin America Maddison definition,,,,
Argentina,1970,12259,12826,23962000,293750000000,307337000000,Latin America Maddison definition,,,,
Argentina,1971,12699,13227,24364000,309398000000,322263000000,Latin America Maddison definition,,,,
Argentina,1972,12934,13410,24780000,320505000000,332300000000,Latin America Maddison definition,,,,
Argentina,1973,13551,13986,25210000,341621000000,352587000000,Latin America Maddison definition,,,,
Argentina,1974,14250,14639,25646000,365456000000,375432000000,Latin America Maddison definition,,,,
Argentina,1975,13953,14268,26082000,363922000000,372138000000,Latin America Maddison definition,,,,
Argentina,1976,13746,13991,26531000,364695000000,371195000000,Latin America Maddison definition,,,,
Argentina,1977,14399,14587,26984000,388543000000,393616000000,Latin America Maddison definition,,,,
Argentina,1978,13601,13714,27440000,373211000000,376312000000,Latin America Maddison definition,,,,
Argentina,1979,14400,14451,27902000,401789000000,403212000000,Latin America Maddison definition,,,,
Argentina,1980,14431,14414,28370000,409407000000,408925000000,Latin America Maddison definition,,,,
Argentina,1981,13441,13361,28848000,387746000000,385438000000,Latin America Maddison definition,,,,
Argentina,1982,12865,12727,29330000,377330000000,373283000000,Latin America Maddison definition,,,,
Argentina,1983,13179,12976,29784000,392523000000,386477000000,Latin America Maddison definition,,,,
Argentina,1984,13313,13044,30231000,402465000000,394333000000,Latin America Maddison definition,,,,
Argentina,1985,12313,12006,30672000,377664000000,368248000000,Latin America Maddison definition,,,,
Argentina,1986,13077,12689,31145000,407283000000,395199000000,Latin America Maddison definition,,,,
Argentina,1987,13276,12819,31625000,419854000000,405401000000,Latin America Maddison definition,,,,
Argentina,1988,12897,12391,32099000,413981000000,397739000000,Latin America Maddison definition,,,,
Argentina,1989,11979,11453,32572000,390180000000,373047000000,Latin America Maddison definition,,,,
Argentina,1990,11878,11300,33036000,392402000000,373307000000,Latin America Maddison definition,,,,
Argentina,1991,13006,12311,33505000,435766000000,412480000000,Latin America Maddison definition,,,,
Argentina,1992,14222,13394,33967000,483079000000,454954000000,Latin America Maddison definition,,,,
