Entity,Year,Total wealth per capita,Produced capital,"Natural capital, renewable (excluding sub-soil assets)","Forest, timber","Forest, non-timber",Protected areas,Cropland,Pastureland,"Sub-soil assets (fossil energy resources, metals and minerals)","Fossil energy resources (oil, natural gas, coal)",Oil,Natural gas,Coal,Metals and minerals,Human capital,"Human capital, male","Human capital, female",Net foreign assets,Adjusted net national income,Adjusted net saving,GDP,Gross national income,"Natural capital (timber, non-timber, protected areas, land, sub-soil assets)","Land (crop, pasture)"
South Africa,2000,59943.76,15390.70,5700.16,1152.18,385.62,199.67,1882.29,2080.41,1870.59,1425.09,7.57,3.97,1413.55,445.50,37433.86,18067.04,19366.82,-451.55,4208.16,81.05,5070.62,4952.59,7570.75,3962.70
South Africa,2005,56672.97,14953.48,5740.59,1069.03,363.67,233.48,1900.08,2174.33,3580.13,2765.84,10.78,0.01,2755.05,814.29,33668.47,16965.64,16702.83,-1269.71,4820.03,98.58,5771.09,5660.45,9320.72,4074.41
South Africa,2010,71102.40,18152.71,6436.96,1126.63,339.61,329.20,1870.30,2771.22,7929.45,4810.85,9.41,9.41,4792.03,3118.59,40330.42,24100.73,16229.69,-1747.13,5046.39,153.87,6276.63,6142.78,14366.41,4641.53
South Africa,2014,77348.21,19263.24,6593.76,897.63,319.74,369.90,2114.80,2891.69,7148.90,3606.12,18.88,25.64,3561.60,3542.78,44921.22,27176.78,17744.44,-578.92,5218.53,2.15,6488.02,6315.21,13742.66,5006.49
South Korea,1995,221953.06,41353.56,2937.91,51.07,987.35,60.69,1505.48,333.31,13.65,12.02,0.00,0.00,12.02,1.63,178718.83,103833.10,74885.73,-1070.89,11959.07,3027.99,13976.84,13925.86,2951.56,1838.80
South Korea,2000,251977.71,59509.55,3344.51,54.31,940.99,65.83,1738.21,545.18,3.15,1.31,0.00,0.00,1.31,1.84,190424.60,111901.71,78522.89,-1304.09,14191.71,3232.09,17270.33,17146.07,3347.66,2283.38
South Korea,2005,316093.14,81920.90,3161.42,57.59,914.08,74.84,1779.94,334.98,39.16,22.33,1.34,0.29,20.70,16.83,234378.34,139085.41,95292.93,-3406.68,17411.70,3925.04,21251.34,21085.26,3200.58,2114.92
South Korea,2010,369120.12,109220.85,3955.12,103.40,885.84,101.67,2362.11,502.10,70.46,49.65,5.49,1.29,42.87,20.81,258909.37,154705.48,104203.89,-3035.68,20705.06,4923.96,25327.45,25352.90,4025.58,2864.21
South Korea,2014,424052.13,126649.94,3933.56,112.01,863.79,112.91,2249.49,595.35,79.34,44.61,6.71,7.14,30.77,34.73,291747.89,175044.88,116703.01,1641.40,22590.14,4938.29,27989.28,28077.53,4012.90,2844.84
Spain,1995,348391.22,92851.17,9819.45,233.77,2800.05,1100.94,4175.71,1508.98,68.77,61.53,6.98,17.41,37.13,7.24,250026.75,157066.93,92959.82,-4374.93,20553.67,2908.69,23772.09,23664.86,9888.22,5684.68
Spain,2000,402746.91,115039.41,11079.95,246.79,3023.90,1529.39,4816.12,1463.75,25.36,22.14,6.43,1.68,14.03,3.21,285225.66,180346.37,104879.29,-8623.47,24457.54,3387.53,28436.96,28331.31,11105.31,6279.88
Spain,2005,459648.97,142154.64,10043.73,196.80,2860.69,1482.90,4181.12,1322.22,136.70,124.24,29.89,7.23,87.12,12.47,323617.27,197546.63,126070.63,-16303.36,26154.74,3372.31,31221.90,30770.28,10180.43,5503.34
Spain,2010,404617.51,151185.15,9388.71,186.51,2830.84,1466.00,3777.17,1128.19,203.99,151.13,21.34,1.32,128.47,52.85,271025.84,156909.70,114116.14,-27186.18,25214.91,2030.42,30846.51,30414.08,9592.70,4905.36
Spain,2014,342470.34,142820.50,9971.68,199.79,2857.92,1780.02,3939.28,1194.66,326.49,108.67,43.10,2.93,62.64,217.82,215592.75,119106.73,96486.03,-26241.09,24224.21,1802.54,29600.56,29505.25,10298.17,5133.95
Sri Lanka,1995,20844.28,5984.86,4158.42,29.05,240.78,1098.19,2421.38,369.03,0.00,0.00,0.00,0.00,0.00,0.00,11393.32,8297.40,3095.92,-692.33,1523.91,254.61,1630.78,1609.48,4158.42,2790.41
Sri Lanka,2000,24732.31,8078.16,3599.16,31.76,228.48,858.89,2199.34,280.69,0.00,0.00,0.00,0.00,0.00,0.00,14112.47,10277.67,3834.80,-1057.47,1859.28,332.04,2019.99,1981.06,3599.16,2480.03
Sri Lanka,2005,28917.43,8122.16,2846.40,26.10,212.59,633.10,1773.46,201.14,0.00,0.00,0.00,0.00,0.00,0.00,18880.50,13604.31,5276.19,-931.63,2199.08,448.29,2362.93,2333.99,2846.40,1974.61
Sri Lanka,2010,38529.78,10106.89,3125.63,33.66,203.25,618.62,2078.87,191.22,6.07,0.00,0.00,0.00,0.00,6.07,26469.57,19815.52,6654.05,-1178.37,2876.05,707.42,3100.14,3066.41,3131.70,2270.09
Sri Lanka,2014,44969.69,11352.21,3241.37,34.33,194.40,736.60,2053.16,222.87,5.81,0.00,0.00,0.00,0.00,5.81,32410.08,24132.83,8277.25,-2039.79,3500.44,875.05,3852.74,3765.47,3247.18,2276.03
Suriname,1995,146444.33,33709.80,65739.90,1242.85,39460.23,10350.62,9817.93,4868.27,21650.11,3581.88,3581.88,,0.00,18068.23,24200.49,13962.68,10237.81,1144.03,5180.68,,5869.48,5847.49,87390.01,14686.20
Suriname,2000,132017.79,39652.01,60077.03,882.99,36547.59,14573.34,5506.78,2566.34,9111.62,3273.64,3273.64,,0.00,5837.97,22984.69,13335.86,9648.83,192.44,4746.19,,5864.29,5851.28,69188.65,8073.12
Suriname,2005,140589.85,45455.89,55694.82,678.46,35665.64,14220.99,3237.01,1892.73,12904.54,7535.57,7535.57,,0.00,5368.97,26936.91,15623.04,11313.87,-402.31,5736.92,-882.64,7568.25,7102.56,68599.36,5129.74
Suriname,2010,142448.00,41922.07,55180.67,819.83,33822.12,16501.93,2964.64,1072.15,16189.04,5982.52,5982.52,,0.00,10206.51,29232.57,16815.02,12417.56,-76.36,6049.42,2099.29,8849.15,8637.87,71369.71,4036.79
Suriname,2014,161690.18,46402.18,55177.00,1649.48,32526.41,16393.02,3421.03,1187.07,31394.99,7342.29,7342.29,,0.00,24052.70,30781.51,17795.43,12986.08,-2065.50,6699.16,3407.46,9680.12,9551.18,86571.99,4608.10
Swaziland,1995,36579.38,7202.18,7462.49,545.06,451.78,225.61,2855.82,3384.21,82.67,82.67,,,82.67,0.00,21662.26,12289.13,9373.13,169.78,2310.93,113.99,2515.36,2634.61,7545.16,6240.03
Swaziland,2000,40918.86,14049.60,6569.55,436.47,428.20,149.87,3318.19,2236.82,112.83,112.83,,,112.83,0.00,19259.52,10990.53,8269.00,927.35,2354.88,257.25,2621.87,2674.46,6682.38,5555.02
Swaziland,2005,41290.80,14229.18,5742.19,296.18,430.65,129.48,2953.38,1932.50,293.43,293.43,,,293.43,0.00,20293.61,11974.77,8318.84,732.39,2833.23,285.24,3012.19,3185.05,6035.62,4885.88
Swaziland,2010,44971.68,13959.01,5934.82,231.06,414.91,144.21,2992.27,2152.37,521.99,521.99,,,521.99,0.00,24538.06,14384.77,10153.29,17.79,2745.27,0.33,3324.93,3158.80,6456.81,5144.64
Swaziland,2014,52670.10,17888.55,6744.44,208.86,402.83,142.78,3858.88,2131.09,380.36,380.36,,,380.36,0.00,26810.72,15852.14,10958.58,846.03,2917.19,600.45,3539.92,3367.63,7124.80,5989.96
Sweden,1995,560142.61,186721.84,19421.81,3041.74,9568.21,1832.43,1264.73,3714.70,240.44,0.35,0.26,0.00,0.09,240.09,369350.03,207279.69,162070.34,-15591.51,35302.91,7642.87,41639.88,40974.25,19662.25,4979.43
Sweden,2000,648253.20,216752.21,19262.70,3203.92,9536.43,2398.31,1192.74,2931.30,143.97,0.00,0.00,0.00,0.00,143.97,428477.10,240439.40,188037.69,-16382.77,41767.92,9138.98,49381.82,49388.48,19406.67,4124.04
Sweden,2005,722871.13,245903.50,19087.63,3517.10,9388.43,2248.02,1075.87,2858.23,765.81,0.00,0.00,0.00,0.00,765.81,467764.13,273452.30,194311.82,-10649.95,47295.15,10786.87,55240.51,55987.10,19853.44,3934.10
Sweden,2010,821027.42,274649.16,18927.69,3392.84,8993.04,2613.81,1175.95,2752.05,7400.97,0.00,0.00,0.00,0.00,7400.97,526309.29,297759.64,228549.65,-6259.70,49484.40,10771.27,57538.69,59225.10,26328.66,3928.00
Sweden,2014,886129.18,285791.55,18879.96,3218.12,8698.11,2875.36,1240.41,2847.97,9010.21,0.00,0.00,0.00,0.00,9010.21,576520.60,322308.75,254211.86,-4073.14,50284.52,10570.44,59180.23,60224.25,27890.17,4088.38
Switzerland,1995,1219131.45,281978.20,8693.16,332.05,2310.27,407.51,1555.11,4088.22,0.14,0.14,0.00,0.14,0.00,0.00,876492.75,600515.14,275977.60,51967.21,57179.45,11156.91,69432.46,71220.69,8693.30,5643.32
Switzerland,2000,1288622.69,300296.20,10180.80,222.31,2305.62,176.82,1333.20,6142.84,0.00,0.00,0.00,0.00,0.00,0.00,897833.73,615992.25,281841.48,80311.96,65853.60,15666.24,76175.82,81251.21,10180.80,7476.04
Switzerland,2005,1326356.42,314420.03,9423.72,293.90,2270.14,224.87,1163.48,5471.34,0.00,0.00,0.00,0.00,0.00,0.00,918676.47,631265.26,287411.21,83836.20,69377.19,16824.97,79258.04,86028.89,9423.72,6634.81
Switzerland,2010,1398076.26,337717.85,8728.61,324.05,2189.54,323.74,1279.43,4611.86,0.00,0.00,0.00,0.00,0.00,0.00,936021.25,645857.66,290163.59,115608.54,71697.03,19258.97,84090.55,89179.28,8728.61,5891.28
Switzerland,2014,1466756.70,356075.21,8530.61,263.34,2118.03,984.64,1068.21,4096.39,0.25,0.00,0.00,0.00,0.00,0.25,1022950.27,697002.33,325947.94,79200.36,68613.94,14122.28,85814.64,86616.85,8530.86,5164.60
Tajikistan,1995,20616.82,11841.97,4713.88,0.00,88.44,666.55,2323.41,1635.48,221.13,212.49,54.79,150.06,7.64,8.64,4351.97,3251.53,1100.44,-512.12,476.50,,548.92,527.29,4935.01,3958.89
Tajikistan,2000,20869.44,14469.64,3493.95,0.00,82.90,832.60,1392.20,1186.24,32.60,24.77,15.40,9.23,0.13,7.84,3577.79,2678.32,899.48,-704.54,,,514.21,492.63,3526.55,2578.44
Tajikistan,2005,23354.45,14206.39,5709.90,0.48,75.36,1443.21,2197.72,1993.12,101.42,38.97,17.93,16.21,4.82,62.45,3758.28,2820.25,938.03,-421.54,556.29,-132.25,745.55,720.23,5811.32,4190.85
Tajikistan,2010,38333.69,28656.65,5773.24,1.09,67.64,1556.18,2077.79,2070.54,127.32,49.12,16.74,12.13,20.25,78.21,4363.98,3281.70,1082.28,-587.50,959.53,-17.62,920.78,1138.61,5900.56,4148.32
Tajikistan,2014,42285.62,30396.74,7202.18,0.82,62.06,2134.27,2286.50,2718.53,229.17,43.40,15.36,5.88,22.16,185.77,5014.71,3781.74,1232.97,-557.18,1221.13,,1113.37,1396.35,7431.35,5005.03
Tanzania,1995,20900.40,2829.13,11880.28,1467.05,348.63,3232.39,3757.18,3075.03,5.56,1.09,,,1.09,4.47,7018.53,4073.01,2945.52,-833.10,456.49,-23.56,527.15,514.16,11885.84,6832.21
Tanzania,2000,16378.01,3307.06,6888.46,956.66,295.33,1746.37,2217.55,1672.55,1.00,0.87,,,0.87,0.13,6593.92,3846.84,2747.08,-412.43,501.24,10.38,572.65,565.34,6889.46,3890.10
Tanzania,2005,15420.37,2774.02,6094.02,838.67,247.07,1392.32,2342.46,1273.50,116.13,6.58,,5.06,1.52,109.55,6787.94,3870.47,2917.47,-351.75,614.75,54.29,705.64,690.84,6210.15,3615.96
Tanzania,2010,16163.87,2680.72,6947.61,841.98,202.97,1591.54,2918.04,1393.07,253.86,5.48,,4.61,0.86,248.39,6588.64,4070.36,2518.28,-306.96,712.73,82.75,811.13,802.61,7201.47,4311.12
Tanzania,2014,17450.60,3199.06,7678.44,813.26,173.24,1789.08,3389.01,1513.86,360.82,7.87,,6.24,1.63,352.94,6706.05,4327.90,2378.15,-493.77,842.32,123.96,930.04,920.03,8039.26,4902.87
Thailand,1995,38416.07,12025.41,5140.60,67.29,485.55,679.36,3383.03,525.37,117.74,107.22,60.70,28.92,17.61,10.52,23149.59,16078.42,7071.17,-2017.28,3189.81,847.74,3754.00,3681.41,5258.34,3908.40
Thailand,2000,44850.10,14679.63,5570.90,69.06,503.50,844.07,3738.92,415.35,164.83,160.38,107.59,35.74,17.05,4.45,26170.53,14956.38,11214.15,-1735.80,2907.91,446.95,3678.70,3606.17,5735.73,4154.27
Thailand,2005,54484.61,15679.69,7271.26,104.04,453.59,2086.35,4391.07,236.20,395.88,381.94,195.45,96.67,89.82,13.94,32468.75,18555.80,13912.95,-1330.97,3594.73,528.09,4564.01,4359.36,7667.14,4627.28
Thailand,2010,57057.64,17508.20,7978.82,211.11,452.11,1041.33,5848.50,425.78,695.83,611.60,308.71,156.50,146.39,84.23,31612.81,14643.02,16969.79,-738.02,4270.06,686.91,5415.15,5176.37,8674.65,6274.28
Thailand,2014,62598.94,20379.81,9482.21,241.05,448.49,1087.54,7052.78,652.34,661.98,607.41,345.84,149.29,112.28,54.57,33572.67,15673.01,17899.66,-1497.72,4535.65,619.48,5969.94,5673.91,10144.19,7705.12
Togo,1995,12830.89,2639.78,3265.88,377.91,29.73,429.65,1727.36,701.23,10.30,0.00,0.00,0.00,0.00,10.30,7550.87,4176.00,3374.88,-635.95,451.36,-0.95,564.81,545.61,3276.18,2428.59
Togo,2000,14627.87,2655.34,3424.64,363.81,21.69,323.10,2195.40,520.64,23.46,0.00,0.00,0.00,0.00,23.46,9338.82,5176.10,4162.73,-814.39,521.75,-53.60,613.86,600.12,3448.10,2716.04
Togo,2005,12879.58,2326.08,2886.97,296.88,15.05,367.10,1793.31,414.64,9.41,0.00,0.00,0.00,0.00,9.41,8329.50,4657.94,3671.56,-672.38,496.73,-37.18,567.00,557.56,2896.38,2207.95
Togo,2010,17533.11,1921.71,3618.55,195.96,9.77,584.02,2321.00,507.80,1032.77,0.00,0.00,0.00,0.00,1032.77,11268.85,8199.99,3068.86,-308.77,393.78,-112.48,579.65,504.51,4651.32,2828.79
Togo,2014,18923.75,1963.45,4000.82,144.70,6.35,811.07,2443.16,595.53,1293.95,0.00,0.00,0.00,0.00,1293.95,11869.44,8633.74,3235.70,-203.91,416.67,-131.55,630.05,566.72,5294.77,3038.69
Tunisia,1995,28918.39,10343.78,5007.16,18.37,62.09,102.25,2552.58,2271.85,636.55,628.49,615.13,13.37,0.00,8.06,15715.25,11086.27,4628.98,-2784.34,1865.44,144.15,2432.12,2316.49,5643.71,4824.44
Tunisia,2000,32390.09,11017.64,4911.29,22.79,65.99,94.87,2308.33,2419.31,705.08,694.85,649.68,45.17,0.00,10.23,18638.32,13128.66,5509.66,-2882.25,2335.20,237.53,3004.37,2871.67,5616.37,4727.64
Tunisia,2005,35782.93,11989.03,4802.67,21.76,69.26,189.93,2144.20,2377.52,1340.01,1324.86,1227.68,97.19,0.00,15.14,20776.32,14594.58,6181.74,-3125.09,2703.52,239.49,3491.89,3314.76,6142.68,4521.72
Tunisia,2010,42079.08,13969.00,6011.19,33.96,71.16,354.75,2777.86,2773.46,2785.24,2167.60,2012.87,154.73,0.00,617.64,23351.75,16326.25,7025.50,-4038.10,3146.35,255.17,4140.11,3945.82,8796.43,5551.32
Tunisia,2014,45150.39,14838.14,6640.84,43.41,70.82,479.15,2966.20,3081.25,3537.58,3003.24,2692.32,310.92,0.00,534.34,24795.71,17256.59,7539.13,-4661.89,3257.27,-104.83,4276.96,4115.00,10178.42,6047.46
Turkey,1995,45282.75,22298.82,15406.04,272.37,546.96,26.57,8508.50,6051.63,205.58,165.56,101.55,4.17,59.85,40.02,9550.80,6782.02,2768.78,-2178.49,5879.20,990.96,6421.71,6300.27,15611.62,14560.14
Turkey,2000,41608.14,18257.67,13731.21,205.39,520.49,46.02,7886.54,5072.76,112.59,89.87,67.36,2.80,19.71,22.72,12164.48,8669.30,3495.19,-2657.82,6655.41,858.37,7246.59,7137.80,13843.80,12959.31
Turkey,2005,36997.25,19319.16,10971.25,143.03,507.87,39.21,6746.73,3534.40,256.31,203.04,92.21,4.66,106.16,53.27,9504.94,6480.09,3024.86,-3054.41,7784.78,890.99,8437.22,8343.41,11227.56,10281.13
Turkey,2010,40238.88,22293.47,10866.07,154.31,500.80,40.35,6709.41,3461.19,758.23,425.19,100.91,7.42,316.85,333.05,10952.86,7353.57,3599.30,-4631.75,8636.83,820.57,9264.17,9181.62,11624.30,10170.60
Turkey,2014,45998.00,26984.01,11921.58,177.28,484.20,49.98,6760.38,4449.74,932.69,377.65,143.12,8.39,226.14,555.03,12081.09,8152.70,3928.38,-5921.36,9551.33,1017.29,10303.70,10198.83,12854.27,11210.12
Turkmenistan,1995,86961.31,14304.00,16755.83,0.54,1219.11,288.28,8333.77,6914.13,36744.34,36744.34,2454.47,34289.86,0.00,0.00,18342.13,11807.69,6534.44,815.01,1633.22,,2567.55,2586.58,53500.17,15247.91
Turkmenistan,2000,92265.00,31131.65,24780.93,0.56,1134.23,722.56,5696.28,17227.30,17026.61,17026.61,3198.12,13828.49,0.00,0.00,20145.99,12957.78,7188.21,-820.18,1023.30,,2971.77,2790.39,41807.54,22923.58
Turkmenistan,2005,109526.22,33192.92,21146.60,0.43,1075.36,653.29,4462.50,14955.01,32247.99,32247.99,4695.63,27552.36,0.00,0.00,22104.50,14216.44,7888.06,834.20,1294.86,,3612.81,3361.83,53394.59,19417.52
Turkmenistan,2010,118246.63,24064.53,20616.97,1.23,1012.63,696.84,3620.42,15285.85,38159.84,38159.84,5685.65,32474.19,0.00,0.00,32285.08,20794.51,11490.57,3120.20,3833.42,,5571.71,5104.43,58776.81,18906.27
Turkmenistan,2014,146830.97,39739.66,21219.16,0.43,962.03,776.23,2785.23,16695.25,37843.01,37843.01,5217.15,32625.86,0.00,0.00,47509.72,30644.35,16865.38,519.41,,,8199.01,7569.49,59062.17,19480.48
Uganda,1995,9010.45,1003.86,5176.51,31.78,38.96,469.10,3684.92,951.76,0.00,0.00,,,0.00,0.00,3026.36,1678.67,1347.69,-196.27,306.90,-40.50,402.56,398.50,5176.51,4636.68
Uganda,2000,8907.30,1404.24,4181.53,26.20,30.05,379.34,2996.50,749.43,0.00,0.00,,,0.00,0.00,3521.82,1970.04,1551.78,-200.29,375.14,-14.64,463.58,455.52,4181.53,3745.94
Uganda,2005,12453.15,1777.27,5926.68,29.08,22.56,564.76,4282.58,1027.70,5.28,0.00,,,0.00,5.28,5028.67,2839.03,2189.64,-284.75,422.21,10.88,543.16,527.16,5931.96,5310.28
Uganda,2010,13978.79,1404.04,6403.14,29.41,15.32,695.28,4443.89,1219.23,9.02,0.00,,,0.00,9.02,6346.48,3867.80,2478.68,-183.89,530.72,1.67,676.84,665.53,6412.16,5663.12
Uganda,2014,13732.08,1871.80,5268.57,27.18,10.80,670.76,3448.62,1111.21,0.79,0.00,,,0.00,0.79,6889.44,4198.71,2690.74,-298.53,543.58,-36.08,734.74,718.55,5269.36,4559.83
Ukraine,1995,54953.57,33890.68,8735.02,109.94,207.28,248.22,4944.00,3225.58,1458.10,1361.08,71.10,404.17,885.81,97.02,11191.62,6045.40,5146.22,-321.85,1452.81,-102.73,1905.63,1874.97,10193.12,8169.58
Ukraine,2000,43943.56,27137.35,5934.11,136.12,219.86,170.33,2474.32,2933.48,805.97,750.13,115.48,318.73,315.93,55.84,10829.81,5852.22,4977.59,-763.68,1307.95,-212.74,1806.79,1752.35,6740.08,5407.80
Ukraine,2005,52474.22,26327.15,6786.94,189.48,231.09,212.76,3061.10,3092.51,2457.40,1747.28,206.25,724.60,816.43,710.12,17364.03,9874.87,7489.16,-461.30,2247.47,184.38,2729.12,2697.92,9244.34,6153.61
Ukraine,2010,61363.97,30611.78,6742.19,188.96,236.64,239.72,3432.98,2643.88,5561.06,2369.17,299.25,676.44,1393.49,3191.89,19316.33,11003.43,8312.89,-867.39,2416.46,34.62,2946.86,2903.34,12303.25,6076.87
Ukraine,2014,56053.44,25170.54,8134.87,193.08,241.96,326.55,4663.69,2709.60,5210.38,1984.49,302.35,670.71,1011.43,3225.88,18952.09,10397.44,8554.65,-1414.44,2491.31,-106.27,2948.91,2914.50,13345.25,7373.29
United Arab Emirates,1995,1296028.10,412112.55,8635.85,3.94,129.35,4138.93,2276.84,2086.79,296242.17,296242.17,288522.54,7719.63,0.00,0.00,452489.16,264114.34,188374.82,126548.37,,,73638.01,,304878.02,4363.63
United Arab Emirates,2000,1196284.17,300069.85,8204.76,3.49,111.34,3308.79,2987.44,1793.70,254700.13,254700.13,246849.68,7850.45,0.00,0.00,454621.19,265944.22,188676.97,178688.23,,,74300.53,,262904.89,4781.14
United Arab Emirates,2005,992980.00,187779.92,7753.28,1.98,76.26,4869.58,1599.24,1206.22,272306.13,272306.13,262374.32,9931.81,0.00,0.00,404187.69,234108.64,170079.05,120952.98,55711.64,,65647.18,66696.13,280059.41,2805.46
United Arab Emirates,2010,672803.56,127420.46,3819.89,1.34,41.73,1907.86,1017.66,851.29,230395.16,230395.16,221170.53,9224.63,0.00,0.00,252052.39,140818.27,111234.12,59115.67,34873.86,,39786.34,39772.57,234215.05,1868.96
United Arab Emirates,2014,738270.42,125656.62,3171.24,1.71,38.77,1312.33,669.38,1149.05,256257.05,256257.05,244789.27,11467.78,0.00,0.00,278204.78,158067.80,120136.98,74980.73,38482.60,,44238.59,44299.12,259428.29,1818.43
United Kingdom,1995,498991.58,113729.57,6073.38,68.81,411.44,1349.76,1491.04,2752.33,1001.81,1001.81,668.43,310.62,22.76,0.00,378986.05,227796.16,151189.89,-799.23,29082.98,2021.93,34961.83,33949.99,7075.19,4243.37
United Kingdom,2000,587733.93,141125.21,4078.23,60.24,417.78,899.82,1016.76,1683.63,1196.42,1196.40,906.19,284.85,5.35,0.03,444734.34,267548.60,177185.75,-3400.27,34997.64,2581.90,40276.08,40546.73,5274.65,2700.38
United Kingdom,2005,665092.06,171546.27,3497.05,51.40,416.59,798.99,800.43,1429.64,2146.54,2146.51,1550.40,571.04,25.07,0.04,491560.00,297251.84,194308.16,-3657.80,39779.85,2970.82,45122.32,46189.70,5643.59,2230.07
United Kingdom,2010,621646.78,184324.73,4035.64,57.46,405.93,959.02,984.18,1629.05,2410.45,2409.45,1910.41,447.29,51.75,1.00,434656.23,272159.30,162496.93,-3780.26,38650.68,1918.21,44228.09,44796.23,6446.09,2613.23
United Kingdom,2014,647693.55,193455.73,4586.61,71.81,403.09,1145.05,1143.10,1823.55,3005.35,3005.26,2563.06,402.30,39.90,0.09,457222.73,282236.31,174986.42,-10576.87,39483.42,1811.96,46412.06,45806.92,7591.96,2966.65
United States,1995,782762.08,145070.14,14504.92,1163.23,7212.93,1141.78,2850.00,2136.98,3855.71,3653.69,1604.12,766.23,1283.33,202.02,621386.86,387944.50,233442.37,-2055.56,34962.59,3100.90,41583.91,41248.60,18360.63,4986.98
United States,2000,907706.85,166640.34,13624.04,993.71,6819.08,1029.21,2862.41,1919.63,4297.13,4149.88,1200.20,1179.88,1769.79,147.26,730721.98,458885.57,271836.41,-7576.64,41588.97,4291.31,48441.53,49084.45,17921.17,4782.04
United States,2005,970026.39,199130.19,12424.66,742.45,6537.12,876.42,2582.42,1686.25,6887.86,6755.95,1428.89,2443.36,2883.71,131.91,759557.73,461909.44,297648.29,-7974.05,44557.10,2881.77,52419.20,52932.04,19312.52,4268.68
United States,2010,944554.33,206378.85,13758.74,686.54,6326.06,1061.18,3595.10,2089.86,10711.69,9694.06,2408.04,2111.09,5174.93,1017.63,723711.32,427044.54,296666.78,-10006.27,44070.89,1435.84,52009.08,52553.69,24470.43,5684.96
United States,2014,983279.87,216185.57,14972.87,626.37,6158.28,1302.45,4310.96,2574.82,8651.21,7518.40,2533.70,146.94,4837.77,1132.80,766470.32,452924.08,313546.24,-23000.10,47285.70,3971.78,54539.66,56126.32,23624.08,6885.78
Uruguay,1995,131723.59,31695.78,10143.66,636.24,1436.97,149.02,2590.40,5331.03,0.00,0.00,0.00,0.00,0.00,0.00,91688.02,52518.58,39169.44,-1803.86,8659.73,642.92,9717.30,9564.30,10143.66,7921.43
Uruguay,2000,160595.42,34063.56,10971.83,856.48,1763.38,154.41,2691.42,5506.15,5.69,0.00,0.00,0.00,0.00,5.69,116573.92,64935.67,51638.26,-1019.58,9538.21,88.92,10868.49,10836.96,10977.52,8197.56
Uruguay,2005,145775.60,40872.05,14233.90,955.86,1956.63,237.66,3347.86,7735.89,113.46,0.00,0.00,0.00,0.00,113.46,91636.44,48807.45,42829.00,-1080.25,9232.02,721.01,10953.75,10638.40,14347.36,11083.75
Uruguay,2010,226838.66,51418.52,19701.46,1510.20,2193.79,365.01,5459.52,10172.94,222.95,0.00,0.00,0.00,0.00,222.95,156153.24,75598.75,80554.49,-657.50,11944.82,1001.39,14420.45,13882.60,19924.41,15632.46
Uruguay,2014,254600.66,64248.63,21778.34,1829.10,2278.60,426.17,6341.57,10902.90,222.50,0.00,0.00,0.00,0.00,222.50,171309.77,86930.11,84379.66,-2958.59,13708.34,836.35,16737.97,16148.07,22000.84,17244.47
Venezuela,1995,118234.94,37119.28,9884.66,206.08,4232.47,2928.02,1227.07,1291.02,21618.48,21038.68,20401.29,626.00,11.39,579.79,50248.13,30896.20,19351.93,-635.61,6050.96,924.88,6888.91,6710.17,31503.14,2518.10
Venezuela,2000,107392.30,35929.53,8622.53,135.19,3727.08,2537.21,1248.21,974.86,20940.32,20503.16,19939.94,563.00,0.22,437.16,42374.14,24430.71,17943.43,-474.22,5618.60,1573.25,6481.41,6404.61,29562.85,2223.07
Venezuela,2005,107460.98,32037.57,6444.65,88.86,3308.84,1482.83,994.51,569.59,27926.59,27170.04,26286.65,805.20,78.19,756.55,39598.71,22466.13,17132.58,1453.47,5779.59,1967.28,6723.93,6622.18,34371.24,1564.11
Venezuela,2010,113285.86,29167.01,5999.63,89.14,3041.43,1410.68,917.82,540.55,30054.35,28529.76,27545.70,861.00,123.06,1524.59,45996.20,26095.85,19900.35,2068.67,6824.32,2191.40,7446.30,7327.12,36053.98,1458.37
Venezuela,2014,162559.82,70150.89,6125.54,130.55,2833.40,1376.25,1258.10,527.24,32025.64,30795.09,29921.67,833.76,39.67,1230.55,49332.02,28026.16,21305.86,4925.73,,,,,38151.18,1785.34
Vietnam,1995,13027.09,1767.81,4279.71,386.72,92.19,128.54,3406.51,265.75,270.43,265.89,251.86,2.33,11.69,4.55,7265.28,3584.73,3680.55,-556.14,722.63,,780.29,771.77,4550.14,3672.26
Vietnam,2000,17108.92,2588.12,4224.46,236.63,95.08,233.03,3467.32,192.39,466.00,460.54,452.98,4.65,2.91,5.46,10404.52,5643.56,4760.96,-574.18,895.27,183.93,1012.64,999.19,4690.46,3659.71
Vietnam,2005,21138.92,4019.04,4683.36,219.32,99.90,236.91,3954.24,172.98,1333.02,1316.90,1125.87,30.25,160.78,16.11,11708.95,6370.25,5338.70,-605.46,1094.85,255.48,1331.82,1307.37,6016.38,4127.22
Vietnam,2010,23828.06,5173.70,5989.70,340.50,102.29,170.25,5032.36,344.29,2674.80,2497.33,1817.27,119.46,560.61,177.46,11210.17,6577.26,4632.91,-1220.31,1389.00,293.51,1714.51,1649.15,8664.50,5376.66
Vietnam,2014,27368.14,5530.28,6847.92,430.39,101.59,170.98,5657.56,487.40,2533.24,2328.90,1710.51,151.81,466.59,204.34,13740.37,8070.90,5669.47,-1283.67,1665.66,371.59,2052.32,1954.85,9381.16,6144.96
Yemen,1995,17521.75,4712.64,4791.86,16.61,42.07,18.89,1433.83,3280.45,3809.19,3809.19,3809.19,0.00,0.00,0.00,7906.39,6428.58,1477.81,-3698.33,995.64,,1549.94,1482.55,8601.05,4714.28
