Entity,Year,‘cost of basic needs’ approach - share of population below poverty line,$1.90 - share of population below poverty line,$5 - share of population below poverty line,$10 - share of population below poverty line,$30 - share of population below poverty line,‘cost of basic needs’ approach - share of population above poverty line,$1.90 - share of population above poverty line,$5 - share of population above poverty line,$10 - share of population above poverty line,$30 - share of population above poverty line,$1.90-$5 - share of population between poverty lines,$5-$10 - share of population between poverty lines,$10-$30 - share of population between poverty lines,‘cost of basic needs’ approach - number below poverty line,$1.90 - number below poverty line,$5 - number below poverty line,$10 - number below poverty line,$30 - number below poverty line,‘cost of basic needs’ approach - number above poverty line,$1.90 - number above poverty line,$5 - number above poverty line,$10 - number above poverty line,$30 - number above poverty line,$1.90-$5 - number between poverty lines,$5-$10 - number between poverty lines,$10-$30 - number between poverty lines
East Asia,1867,79.6470456004848,94.3189088716504,99.6900613497036,99.97699839243171,99.9998193098977,20.3529543995152,5.681091128349607,0.30993865029640233,0.023001607568289728,0.00018069010229737614,5.3711524780532045,0.2869370427281126,0.022820917465992352,330507363.0,391390460.0,413678863.0,414869552.0,414964250.0,84457637.0,23574540.0,1286137.0,95449.0,750.0,22288403.0,1190688.0,94699.0
East Asia,1868,79.6422296942249,94.1607871619877,99.679236908132,99.9763061141242,99.99981486869301,20.357770305775105,5.839212838012301,0.32076309186800245,0.023693885875800902,0.00018513130699204794,5.518449746144299,0.29706920599220155,0.023508754568808854,329113550.0,389110037.0,411914479.0,413142087.0,413239235.0,84126450.0,24129963.0,1325521.0,97913.0,765.0,22804442.0,1227609.0,97148.0
East Asia,1869,79.6375844309614,94.00270977392931,99.6683877739033,99.9756092366061,99.9998103663313,20.362415569038603,5.997290226070689,0.33161222609669494,0.02439076339389601,0.0001896336686968425,5.665677999973994,0.30722146270279893,0.024201129725199166,327730958.0,386847471.0,410163322.0,411427625.0,411527219.0,83797041.0,24680528.0,1364677.0,100375.0,780.0,23315851.0,1264302.0,99594.0
East Asia,1870,79.6329696468679,93.84467933144501,99.65751666873,99.9749081205352,99.99980580858599,20.367030353132094,6.155320668554992,0.3424833312700031,0.025091879464795852,0.00019419141401044726,5.812837337284989,0.3173914518052072,0.024897688050785405,326354225.0,384597080.0,408419424.0,409720167.0,409822204.0,83468775.0,25225920.0,1403575.0,102832.0,796.0,23822344.0,1300743.0,102036.0
East Asia,1871,79.5290302896954,93.9686179377053,99.6618163874021,99.97467732033371,99.9997936160955,20.4709697103046,6.031382062294696,0.3381836125979021,0.02532267966628865,0.00020638390449789767,5.693198449696794,0.31286093293161343,0.025116295761790752,326903284.0,386257065.0,409658900.0,410944912.0,411048152.0,84145716.0,24791936.0,1390100.0,104089.0,848.0,23401835.0,1286012.0,103240.0
East Asia,1872,79.4262131841408,94.0967792791195,99.66691710848869,99.9745601394051,99.9997938561166,20.573786815859194,5.903220720880498,0.3330828915113102,0.025439860594900665,0.00020614388340334244,5.570137829369187,0.30764303091640954,0.025233716711497323,327455215.0,387938438.0,410902780.0,412171118.0,412275151.0,84820785.0,24337562.0,1373221.0,104882.0,850.0,22964341.0,1268338.0,104033.0
East Asia,1873,79.3221981177317,94.2204288097834,99.6711205069075,99.97430044994799,99.9997817744054,20.677801882268298,5.7795711902166005,0.32887949309250075,0.025699550052010522,0.00021822559459394597,5.4506916971241,0.30317994304049023,0.025481324457416576,328002842.0,389608069.0,412147061.0,413400731.0,413506098.0,85504158.0,23898931.0,1359940.0,106269.0,902.0,22538992.0,1253670.0,105367.0
East Asia,1874,79.2161439768021,94.3453416936822,99.6754785617069,99.9740612384739,99.9997820260489,20.7838560231979,5.654658306317799,0.32452143829310387,0.02593876152610619,0.0002179739510950185,5.330136868024695,0.2985826767669977,0.025720787575011173,328505388.0,391245414.0,413349225.0,414587433.0,414694096.0,86189612.0,23449585.0,1345774.0,107567.0,904.0,22103811.0,1238207.0,106663.0
East Asia,1875,79.0645737936735,94.30047072974071,99.6443670793667,99.96852242447851,99.9996992301412,20.935426206326497,5.699529270259291,0.35563292063329754,0.03147757552149244,0.0003007698587964569,5.343896349625993,0.3241553451118051,0.031176805662695983,328847747.0,392217347.0,414443841.0,415792077.0,415921749.0,87075253.0,23705653.0,1479159.0,130922.0,1251.0,22226494.0,1348237.0,129672.0
East Asia,1876,78.9925246912619,94.5256012911803,99.67004716022349,99.9715063893341,99.9997360533446,21.007475308738094,5.474398708819706,0.32995283977651013,0.028493610665904612,0.0002639466553944203,5.144445869043196,0.3014592291106055,0.02822966401051019,329578931.0,394387276.0,415851344.0,417109117.0,417226899.0,87649069.0,22840724.0,1376656.0,118883.0,1101.0,21464069.0,1257772.0,117782.0
East Asia,1877,78.8794313287222,94.6004769053921,99.6638447526763,99.9696638893533,99.9997099019976,21.120568671277795,5.3995230946079005,0.3361552473237026,0.03033611064670083,0.00029009800239521155,5.063367847284198,0.3058191366770018,0.03004601264430562,330159325.0,395961648.0,417154981.0,418435024.0,418560785.0,88402675.0,22600352.0,1407018.0,126975.0,1214.0,21193334.0,1280043.0,125761.0
East Asia,1878,78.79267853469621,94.7694798998947,99.6776427182861,99.97085729188761,99.9997225885569,21.207321465303792,5.230520100105295,0.32235728171390576,0.029142708112388505,0.000277411443093456,4.908162818391389,0.29321457360151726,0.02886529666929505,330845730.0,397931360.0,418540442.0,419771632.0,419892836.0,89048270.0,21962640.0,1353559.0,122368.0,1165.0,20609081.0,1231190.0,121204.0
East Asia,1879,78.65139997078,94.7600332861945,99.6523642020002,99.9660040238922,99.9996516196895,21.348600029219995,5.239966713805501,0.34763579799979993,0.03399597610780347,0.00034838031049844176,4.892330915805701,0.31363982189199646,0.03364759579730503,331258461.0,399103675.0,419708852.0,421029818.0,421171533.0,89914539.0,22069325.0,1464148.0,143182.0,1467.0,20605177.0,1320966.0,141715.0
East Asia,1880,78.5233871112832,94.7993052157862,99.6365876046251,99.9624784185135,99.99959164377779,21.4766128887168,5.200694784213795,0.363412395374894,0.03752158148650153,0.0004083562222092496,4.837282388838901,0.32589081388839247,0.03711322526429228,331729901.0,400489145.0,420924728.0,422301486.0,422458275.0,90730099.0,21970855.0,1535272.0,158514.0,1725.0,20435583.0,1376758.0,156789.0
East Asia,1881,78.46392080435271,95.0584644137043,99.6717089751293,99.9671457467028,99.9996640860885,21.53607919564729,4.9415355862957,0.32829102487069406,0.03285425329720226,0.0003359139114991194,4.613244561425006,0.2954367715734918,0.03251833938570314,332668193.0,403025075.0,422584125.0,423836706.0,423974576.0,91307807.0,20950925.0,1391875.0,139294.0,1424.0,19559050.0,1252581.0,137870.0
East Asia,1882,78.3517712245199,95.14323832213721,99.6668381027495,99.9654051375792,99.9996289983715,21.648228775480106,4.856761677862792,0.3331618972505055,0.03459486242080345,0.00037100162849412754,4.523599780612287,0.29856703482970204,0.034223860792309324,333379735.0,404825916.0,424073426.0,425343802.0,425489422.0,92111265.0,20665084.0,1417574.0,147198.0,1579.0,19247510.0,1270376.0,145619.0
East Asia,1883,78.2944597595066,95.30319729330891,99.7041350404663,99.9717220937774,99.9997168606662,21.705540240493406,4.696802706691088,0.2958649595337022,0.028277906222598403,0.000283139333802751,4.400937747157386,0.2675870533111038,0.027994766888795652,334365103.0,407002788.0,425797476.0,426940236.0,427059791.0,92695897.0,20058213.0,1263524.0,120764.0,1209.0,18794689.0,1142760.0,119555.0
East Asia,1884,78.2321676528303,95.4422604854435,99.736820926281,99.97729460087011,99.9997922026756,21.7678323471697,4.557739514556502,0.2631790737190016,0.022705399129890225,0.00020779732440701082,4.2945604408375,0.2404736745891114,0.022497601805483214,335346098.0,409118021.0,427526869.0,428557672.0,428654109.0,93308902.0,19536978.0,1128130.0,97328.0,891.0,18408848.0,1030802.0,96437.0
East Asia,1885,78.14047897464,95.4768369828472,99.7514780494725,99.9808644458833,99.9998521568174,21.859521025359996,4.523163017152797,0.24852195052750403,0.019135554116701314,0.00014784318260296914,4.274641066625293,0.22938639641080272,0.018987710934098345,336134554.0,410709845.0,429097940.0,430084685.0,430166364.0,94032446.0,19457155.0,1069059.0,82315.0,636.0,18388095.0,986745.0,81679.0
East Asia,1886,78.0126985656143,95.3713268043967,99.7444996024045,99.983050514179,99.9999293745409,21.9873014343857,4.628673195603298,0.2555003975954975,0.01694948582100153,7.062545910230256e-05,4.373172798007801,0.23855091177449594,0.01687886036189923,336695786.0,411614063.0,430488283.0,431517848.0,431590695.0,94895214.0,19976937.0,1102717.0,73152.0,305.0,18874220.0,1029564.0,72848.0
East Asia,1887,77.9238037471887,95.3521754413483,99.76159871134081,99.9846996043945,99.9999296223282,22.0761962528113,4.647824558651706,0.2384012886591904,0.015300395605493122,7.037767180406718e-05,4.409423269992516,0.2231008930536973,0.015230017933689055,337463058.0,412939759.0,432035560.0,433001738.0,433067695.0,95604941.0,20128241.0,1032440.0,66261.0,305.0,19095801.0,966179.0,65956.0
East Asia,1888,77.2827937739625,95.5435528931525,99.8355932579014,99.99140454756021,99.9999474740066,22.717206226037504,4.456447106847506,0.16440674209860617,0.008595452439791984,5.252599339655717e-05,4.2920403647489,0.1558112896588142,0.008542926446395427,335939031.0,415316360.0,433973344.0,434650637.0,434687772.0,98748970.0,19371641.0,714656.0,37363.0,228.0,18656984.0,677293.0,37135.0
East Asia,1889,76.5664007414751,95.3170079615566,99.856408863831,99.9940367433052,99.9999535222898,23.433599258524893,4.682992038443402,0.14359113616899322,0.005963256694798247,4.6477710199610556e-05,4.539400902274409,0.13762787947419497,0.005916778984598636,334109740.0,415931015.0,435739417.0,436339978.0,436365797.0,102256260.0,20434985.0,626583.0,26022.0,203.0,19808402.0,600561.0,25819.0
East Asia,1890,75.81102175976841,94.8069427500766,99.8562411431591,99.9969348208153,99.9999653349577,24.18897824023159,5.193057249923399,0.14375885684090406,0.0030651791847020604,3.466504230686951e-05,5.049298393082495,0.140693677656202,0.003030514142395191,332052275.0,415254409.0,437370336.0,437986574.0,437999848.0,105947725.0,22745591.0,629664.0,13425.0,152.0,22115927.0,616238.0,13274.0
East Asia,1891,75.9208628190574,95.0308779083888,99.8587965858752,99.9947647179154,99.9999493783366,24.079137180942595,4.969122091611197,0.14120341412480286,0.005235282084598225,5.062166340508156e-05,4.8279186774863945,0.13596813204020464,0.0051846604211931435,334301576.0,418448514.0,439707240.0,440305947.0,440328777.0,106027424.0,21880486.0,621760.0,23052.0,223.0,21258726.0,598707.0,22830.0
East Asia,1892,75.9265119717178,94.6315640445906,99.79547364023709,99.9894557871872,99.9999220911269,24.0734880282822,5.368435955409396,0.20452635976290878,0.010544212812803266,7.790887309511163e-05,5.163909595646487,0.19398214695010552,0.010466303939708155,336103131.0,418904598.0,441763625.0,442622324.0,442668655.0,106565869.0,23764402.0,905375.0,46676.0,345.0,22859027.0,858699.0,46331.0
East Asia,1893,75.9898526980363,94.570439786165,99.76843491999429,99.9859471732934,99.9999042280283,24.0101473019637,5.429560213835003,0.23156508000570852,0.014052826706603128,9.577197170074214e-05,5.197995133829295,0.2175122532991054,0.013957054734902385,338178401.0,420867773.0,444000463.0,444968460.0,445030573.0,106852599.0,24163226.0,1030536.0,62539.0,426.0,23132690.0,967997.0,62113.0
East Asia,1894,75.9172989938101,93.9227445998996,99.6455586318088,99.9737432608346,99.9998206276144,24.082701006189893,6.077255400100398,0.3544413681912033,0.026256739165404497,0.00017937238560250535,5.722814031909195,0.3281846290257988,0.02607736677980199,339682844.0,420246050.0,445852094.0,447320517.0,447437197.0,107755156.0,27191950.0,1585905.0,117483.0,803.0,25606045.0,1468423.0,116680.0
East Asia,1895,75.9717025359681,93.8298690002025,99.6066353643028,99.96810811040781,99.9997797440709,24.028297464031894,6.170130999797493,0.39336463569719626,0.03189188959218825,0.00022025592909358238,5.776766364100297,0.361472746105008,0.03167163366309467,341820241.0,422169668.0,448161131.0,449787509.0,449930009.0,108110759.0,27761332.0,1769869.0,143491.0,991.0,25991463.0,1626378.0,142500.0
East Asia,1896,76.1248339385962,94.0983550041233,99.6396440507896,99.9706269201249,99.9998045584102,23.875166061403803,5.901644995876694,0.36035594921040115,0.02937307987509996,0.00019544158979556414,5.541289046666293,0.3309828693353012,0.029177638285304397,344372763.0,425681198.0,450748826.0,452246123.0,452378116.0,108006238.0,26697803.0,1630175.0,132878.0,884.0,25067628.0,1497297.0,131994.0
East Asia,1897,76.172968503482,93.9633241117997,99.59633003680179,99.9650140337478,99.9997709299404,23.827031496518003,6.036675888200307,0.4036699631982117,0.034985966252193634,0.0002290700596034867,5.633005925002095,0.36868399694601806,0.03475689619259015,346483411.0,427405334.0,453027850.0,454704861.0,454862957.0,108380588.0,27458665.0,1836149.0,159139.0,1042.0,25622516.0,1677011.0,158097.0
East Asia,1898,75.964564082522,93.0725593936247,99.3541277397045,99.930803015274,99.9994328057426,24.035435917477997,6.927440606375299,0.6458722602955049,0.06919698472600544,0.0005671942573997057,6.281568346079794,0.5766752755694995,0.06862979046860573,347471032.0,425725056.0,454457703.0,457095485.0,457409406.0,109940968.0,31686945.0,2954297.0,316515.0,2594.0,28732647.0,2637782.0,313921.0
East Asia,1899,76.1827137614572,93.446366168407,99.4393944840854,99.9430537944108,99.9995887086372,23.817286238542806,6.553633831593004,0.5606055159146024,0.05694620558919894,0.00041129136279494105,5.993028315678401,0.5036593103254035,0.056534914226404,350436674.0,429848612.0,457416242.0,459733050.0,459993108.0,109558326.0,30146388.0,2578757.0,261950.0,1892.0,27567631.0,2316808.0,260058.0
East Asia,1900,76.1864131843038,93.22972447444981,99.3582772704639,99.9301887303824,99.9994720159072,23.813586815696198,6.77027552555019,0.6417227295360988,0.06981126961760253,0.0005279840927983059,6.128552796014091,0.5719114599184962,0.06928328552480423,352401016.0,431235023.0,459582705.0,462228087.0,462548558.0,110149984.0,31315977.0,2968295.0,322913.0,2442.0,28347682.0,2645382.0,320471.0
East Asia,1901,76.4354501440622,93.08889944336191,99.3162595934524,99.9236770342207,99.9993926360208,23.5645498559378,6.91110055663809,0.6837404065475994,0.07632296577929765,0.0006073639791992491,6.22736015009049,0.6074174407683017,0.0757156018000984,355790205.0,433308348.0,462295339.0,465122734.0,465475173.0,109687795.0,32169653.0,3182661.0,355267.0,2827.0,28986992.0,2827395.0,352439.0
East Asia,1902,76.8479932229876,93.3703475510067,99.4029066595634,99.9382414335831,99.9995557617772,23.152006777012403,6.629652448993298,0.5970933404366008,0.061758566416898475,0.00044423822279782144,6.032559108556697,0.5353347740197023,0.061314328194100653,359987508.0,437384990.0,465643970.0,468151698.0,468438919.0,108453492.0,31056010.0,2797030.0,289302.0,2081.0,28258980.0,2507728.0,287221.0
East Asia,1903,77.04076415497289,93.0764190907582,99.31671170419159,99.9247406450028,99.9994099953015,22.95923584502711,6.923580909241807,0.6832882958084099,0.07525935499720049,0.0005900046984947949,6.240292613433397,0.6080289408112094,0.0746693502987057,363141657.0,438727801.0,468142232.0,471008255.0,471360219.0,108221343.0,32635199.0,3220768.0,354745.0,2781.0,29414430.0,2866023.0,351964.0
East Asia,1904,77.3370745517932,93.0644354821882,99.3144722077592,99.92482337916661,99.999407663396,22.662925448206806,6.935564517811798,0.685527792240805,0.07517662083338905,0.0005923366040008204,6.250036725570993,0.6103511714074159,0.07458428422938823,366788090.0,441378559.0,471020733.0,473915458.0,474269190.0,107483910.0,32893441.0,3251266.0,356542.0,2809.0,29642174.0,2894725.0,353732.0
East Asia,1905,77.6732864961122,93.17026930885261,99.3472431610977,99.9306206105306,99.9994800204195,22.326713503887802,6.82973069114739,0.652756838902306,0.06937938946940392,0.0005199795805026497,6.176973852245084,0.583377449432902,0.06885940988890127,370607212.0,444548896.0,474021462.0,476804966.0,477133519.0,106528788.0,32587104.0,3114538.0,331034.0,2481.0,29472566.0,2783504.0,328553.0
East Asia,1906,77.72930316583229,92.5895004661148,99.1580422836525,99.8981234242776,99.9990764034423,22.27069683416771,7.410499533885201,0.8419577163474941,0.10187657572240028,0.0009235965576976923,6.568541817537707,0.7400811406250938,0.10095297916470258,373036917.0,444353679.0,475877293.0,479429076.0,479913567.0,106881083.0,35564321.0,4040707.0,488924.0,4433.0,31523615.0,3551783.0,484492.0
East Asia,1907,77.9671041517018,92.4566747606849,99.1116917232328,99.8899123342314,99.9989599964459,22.032895848298196,7.543325239315095,0.888308276767205,0.11008766576860296,0.0010400035540953922,6.65501696254789,0.7782206109986021,0.10904766221450757,376403348.0,446354938.0,478483496.0,482240528.0,482766979.0,106368652.0,36417062.0,4288504.0,531472.0,5021.0,32128558.0,3757031.0,526452.0
East Asia,1908,78.2655539729684,92.447725462692,99.1116002616417,99.8904774766611,99.9989668541242,21.734446027031595,7.552274537307994,0.8883997383583022,0.1095225233388959,0.0010331458757946166,6.663874798949692,0.7788772150194063,0.10848937746310128,380168667.0,449057430.0,481426669.0,485210003.0,485736981.0,105573333.0,36684569.0,4315331.0,531997.0,5018.0,32369239.0,3783334.0,526978.0
East Asia,1909,78.58431622526409,92.48106239252431,99.1271701359965,99.8940074409169,99.9990248239372,21.41568377473591,7.518937607475692,0.8728298640035064,0.10599255908310568,0.0009751760627949579,6.646107743472186,0.7668373049204007,0.10501738302031072,384101277.0,452025237.0,484509817.0,488257933.0,488771233.0,104674722.0,36750762.0,4266183.0,518066.0,4766.0,32484580.0,3748117.0,513300.0
East Asia,1910,78.86752795094209,92.4311025337829,99.112911483179,99.89195448580949,99.9989910528746,21.13247204905791,7.568897466217095,0.8870885168209952,0.10804551419050767,0.0010089471253991178,6.6818089493961,0.7790430026304875,0.10703656706510856,387928864.0,454644561.0,487510642.0,491342552.0,491869037.0,103945135.0,37229439.0,4363358.0,531448.0,4963.0,32866081.0,3831910.0,526485.0
East Asia,1911,79.05558683115291,92.2367340289757,99.0235789418362,99.87181920904669,99.99853417886399,20.944413168847092,7.763265971024296,0.976421058163794,0.1281807909533086,0.0014658211360085716,6.786844912860502,0.8482402672104854,0.12671496981730002,393290477.0,458864839.0,492628442.0,496848319.0,497478708.0,104195523.0,38621161.0,4857558.0,637681.0,7292.0,33763603.0,4219877.0,630389.0
East Asia,1912,77.99669978189179,91.59548471769409,98.9372053925737,99.85507534060069,99.9981143652975,22.00330021810821,8.404515282305908,1.062794607426298,0.1449246593993081,0.0018856347025035802,7.34172067487961,0.9178699480269898,0.14303902469680452,392462234.0,460888328.0,497830251.0,502448771.0,503168512.0,110715766.0,42289672.0,5347749.0,729229.0,9488.0,36941923.0,4618520.0,719741.0
East Asia,1913,76.9845266933203,91.0525757378094,98.88903325902571,99.8460507274868,99.9978198353621,23.015473306679695,8.947424262190594,1.1109667409742912,0.15394927251320212,0.0021801646379060458,7.836457521216303,0.957017468461089,0.15176910787529607,391797352.0,463393874.0,503275957.0,508146506.0,508918905.0,117132648.0,45536126.0,5654043.0,783494.0,11096.0,39882083.0,4870549.0,772399.0
East Asia,1914,77.15921699276011,91.18787970115541,98.9560472185103,99.8586328438405,99.99797625811429,22.840783007239892,8.81212029884459,1.0439527814896934,0.1413671561595038,0.0020237418857078637,7.768167517354897,0.9025856253301896,0.13934341427379593,397247284.0,469472591.0,509466303.0,514113183.0,514830580.0,117593716.0,45368408.0,5374697.0,727816.0,10419.0,39993711.0,4646881.0,717397.0
East Asia,1915,76.9698493324251,90.7046069303561,98.7825087725985,99.817768491517,99.996893676173,23.0301506675749,9.295393069643893,1.2174912274014957,0.18223150848299952,0.0031063238269979365,8.077901842242397,1.0352597189184962,0.17912518465600158,400818181.0,472341519.0,514406951.0,519798034.0,520730824.0,119928819.0,48405481.0,6340049.0,948965.0,16176.0,42065431.0,5391084.0,932789.0
East Asia,1916,76.7188054710307,89.98734327360431,98.4521059615872,99.7305123530009,99.9941279320914,23.281194528969294,10.01265672639569,1.5478940384128066,0.2694876469990959,0.0058720679085979555,8.464762687982883,1.2784063914137107,0.26361557909049793,404081784.0,473967836.0,518552164.0,525285595.0,526674071.0,122623216.0,52737164.0,8152835.0,1419405.0,30928.0,44584328.0,6733430.0,1388476.0
East Asia,1917,76.6719309586075,89.7947935975551,98.3789831302978,99.7066918913874,99.99308172072841,23.328069041392496,10.205206402444901,1.6210168697022027,0.2933081086126066,0.006918279271587835,8.584189532742698,1.3277087610895961,0.28638982934101875,408413742.0,478316213.0,524042216.0,531114616.0,532640148.0,124263258.0,54360787.0,8634784.0,1562385.0,36852.0,45726003.0,7072399.0,1525533.0
East Asia,1918,76.6924723143311,89.7141885463732,98.3607891158664,99.6978008307432,99.9925243431825,23.3075276856689,10.285811453626806,1.639210884133604,0.30219916925679513,0.007475656817504728,8.646600569493202,1.3370117148768088,0.2947235124392904,412994332.0,483117185.0,529679735.0,536879636.0,538466743.0,125512668.0,55389815.0,8827265.0,1627364.0,40257.0,46562549.0,7199902.0,1587107.0
